ISC file: c1355.isc

Gate	Type	Fanout
963	NOT	 983
964	NOT	 984
965	NOT	 984
966	NOT	 984
967	NOT	 985
968	NOT	 985
969	NOT	 985
970	NOT	 1016
971	NOT	 1016
972	NOT	 1021
973	NOT	 1021
974	NOT	 1026
975	NOT	 1026
976	NOT	 1031
977	NOT	 1031
978	AND	 986
979	AND	 986
980	AND	 986
981	AND	 986
982	AND	 991
983	AND	 991
984	AND	 991
985	AND	 991
986	OR	 1011 1006 1001 996
991	OR	 1031 1026 1021 1016
996	AND	 1045 1042 1039 1036
1001	AND	 1057 1054 1051 1048
1006	AND	 1069 1066 1063 1060
1011	AND	 1081 1078 1075 1072
1016	AND	 1093 1090 1087 1084
1021	AND	 1105 1102 1099 1096
1026	AND	 1117 1114 1111 1108
1031	AND	 1129 1126 1123 1120
1036	AND	 1229 1132
1039	AND	 1231 1135
1042	AND	 1233 1138
1045	AND	 1235 1141
1048	AND	 1237 1144
1051	AND	 1239 1147
1054	AND	 1241 1150
1057	AND	 1243 1153
1060	AND	 1245 1156
1063	AND	 1247 1159
1066	AND	 1249 1162
1069	AND	 1251 1165
1072	AND	 1253 1168
1075	AND	 1255 1171
1078	AND	 1257 1174
1081	AND	 1259 1177
1084	AND	 1261 1180
1087	AND	 1263 1183
1090	AND	 1265 1186
1093	AND	 1267 1189
1096	AND	 1269 1192
1099	AND	 1271 1195
1102	AND	 1273 1198
1105	AND	 1275 1201
1108	AND	 1277 1204
1111	AND	 1279 1207
1114	AND	 1281 1210
1117	AND	 1283 1213
1120	AND	 1285 1216
1123	AND	 1287 1219
1126	AND	 1289 1222
1129	AND	 1291 1225
1132	NAND	 1229 1228
1135	NAND	 1231 1230
1138	NAND	 1233 1232
1141	NAND	 1235 1234
1144	NAND	 1237 1236
1147	NAND	 1239 1238
1150	NAND	 1241 1240
1153	NAND	 1243 1242
1156	NAND	 1245 1244
1159	NAND	 1247 1246
1162	NAND	 1249 1248
1165	NAND	 1251 1250
1168	NAND	 1253 1252
1171	NAND	 1255 1254
1174	NAND	 1257 1256
1177	NAND	 1259 1258
1180	NAND	 1261 1260
1183	NAND	 1263 1262
1186	NAND	 1265 1264
1189	NAND	 1267 1266
1192	NAND	 1269 1268
1195	NAND	 1271 1270
1198	NAND	 1273 1272
1201	NAND	 1275 1274
1204	NAND	 1277 1276
1207	NAND	 1279 1278
1210	NAND	 1281 1280
1213	NAND	 1283 1282
1216	NAND	 1285 1284
1219	NAND	 1287 1286
1222	NAND	 1289 1288
1225	NAND	 1291 1290
1228	NAND	 1292
1229	NAND	 1292
1230	NAND	 1293
1231	NAND	 1293
1232	NAND	 1294
1233	NAND	 1294
1234	NAND	 1295
1235	NAND	 1295
1236	NAND	 1296
1237	NAND	 1296
1238	NAND	 1297
1239	NAND	 1297
1240	NAND	 1298
1241	NAND	 1298
1242	NAND	 1299
1243	NAND	 1299
1244	NAND	 1300
1245	NAND	 1300
1246	NAND	 1301
1247	NAND	 1301
1248	NAND	 1302
1249	NAND	 1302
1250	NAND	 1303
1251	NAND	 1303
1252	NAND	 1304
1253	NAND	 1304
1254	NAND	 1305
1255	NAND	 1305
1256	NAND	 1306
1257	NAND	 1306
1258	NAND	 1307
1259	NAND	 1307
1260	NAND	 1308
1261	NAND	 1308
1262	NAND	 1309
1263	NAND	 1309
1264	NAND	 1310
1265	NAND	 1310
1266	NAND	 1311
1267	NAND	 1311
1268	NAND	 1312
1269	NAND	 1312
1270	NAND	 1313
1271	NAND	 1313
1272	NAND	 1314
1273	NAND	 1314
1274	NAND	 1315
1275	NAND	 1315
1276	NAND	 1316
1277	NAND	 1316
1278	NAND	 1317
1279	NAND	 1317
1280	NAND	 1318
1281	NAND	 1318
1282	NAND	 1319
1283	NAND	 1319
1284	NAND	 1320
1285	NAND	 1320
1286	NAND	 1321
1287	NAND	 1321
1288	NAND	 1322
1289	NAND	 1322
1290	NAND	 1323
1291	NAND	 1323
1292	NAND	 1324
1293	NAND	 1325
1294	NAND	 1326
1295	NAND	 1327
1296	NAND	 1328
1297	NAND	 1329
1298	NAND	 1330
1299	NAND	 1331
1300	NAND	 1332
1301	NAND	 1333
1302	NAND	 1334
1303	NAND	 1335
1304	NAND	 1336
1305	NAND	 1337
1306	NAND	 1338
1307	NAND	 1339
1308	NAND	 1340
1309	NAND	 1341
1310	NAND	 1342
1311	NAND	 1343
1312	NAND	 1344
1313	NAND	 1345
1314	NAND	 1346
1315	NAND	 1347
1316	NAND	 1348
1317	NAND	 1349
1318	NAND	 1350
1319	NAND	 1351
1320	NAND	 1352
1321	NAND	 1353
1322	NAND	 1354
1323	NAND	 1355
1324	BUF	 1356
1325	BUF	 1357
1326	BUF	 1358
1327	BUF	 1359
1328	BUF	 1360
1329	BUF	 1361
1330	BUF	 1362
1331	BUF	 1363
1332	BUF	 1364
1333	BUF	 1365
1334	BUF	 1366
1335	BUF	 1367
1336	BUF	 1368
1337	BUF	 1369
1338	BUF	 1370
1339	BUF	 1371
1340	BUF	 1372
1341	BUF	 1373
1342	BUF	 1374
1343	BUF	 1375
1344	BUF	 1376
1345	BUF	 1377
1346	BUF	 1378
1347	BUF	 1379
1348	BUF	 1380
1349	BUF	 1381
1350	BUF	 1382
1351	BUF	 1383
1352	BUF	 1384
1353	BUF	 1385
1354	BUF	 1386
1355	BUF	 1387
1356	PO	
1357	PO	
1358	PO	
1359	PO	
1360	PO	
1361	PO	
1362	PO	
1363	PO	
1364	PO	
1365	PO	
1366	PO	
1367	PO	
1368	PO	
1369	PO	
1370	PO	
1371	PO	
1372	PO	
1373	PO	
1374	PO	
1375	PO	
1376	PO	
1377	PO	
1378	PO	
1379	PO	
1380	PO	
1381	PO	
1382	PO	
1383	PO	
1384	PO	
1385	PO	
1386	PO	
1387	PO	

Gate1	Gate2	Fault
1	0	0
1	0	1
266	1	1
314	1	1
362	1	1
394	1	1
1132	1	1
1228	1	1
8	0	0
8	0	1
266	8	1
320	8	1
363	8	1
398	8	1
1135	8	1
1230	8	1
15	0	0
15	0	1
269	15	1
326	15	1
364	15	1
402	15	1
1138	15	1
1232	15	1
22	0	0
22	0	1
269	22	1
332	22	1
365	22	1
406	22	1
1141	22	1
1234	22	1
29	0	0
29	0	1
272	29	1
314	29	1
366	29	1
395	29	1
1144	29	1
1236	29	1
36	0	0
36	0	1
272	36	1
320	36	1
367	36	1
399	36	1
1147	36	1
1238	36	1
43	0	0
43	0	1
275	43	1
326	43	1
368	43	1
403	43	1
1150	43	1
1240	43	1
50	0	0
50	0	1
275	50	1
332	50	1
369	50	1
407	50	1
1153	50	1
1242	50	1
57	0	0
57	0	1
278	57	1
317	57	1
370	57	1
396	57	1
1156	57	1
1244	57	1
64	0	0
64	0	1
278	64	1
323	64	1
371	64	1
400	64	1
1159	64	1
1246	64	1
71	0	0
71	0	1
281	71	1
329	71	1
372	71	1
404	71	1
1162	71	1
1248	71	1
78	0	0
78	0	1
281	78	1
335	78	1
373	78	1
408	78	1
1165	78	1
1250	78	1
85	0	0
85	0	1
284	85	1
317	85	1
374	85	1
397	85	1
1168	85	1
1252	85	1
92	0	0
92	0	1
284	92	1
323	92	1
375	92	1
401	92	1
1171	92	1
1254	92	1
99	0	0
99	0	1
287	99	1
329	99	1
376	99	1
405	99	1
1174	99	1
1256	99	1
106	0	0
106	0	1
287	106	1
335	106	1
377	106	1
409	106	1
1177	106	1
1258	106	1
113	0	0
113	0	1
290	113	1
338	113	1
378	113	1
410	113	1
1180	113	1
1260	113	1
120	0	0
120	0	1
290	120	1
344	120	1
379	120	1
414	120	1
1183	120	1
1262	120	1
127	0	0
127	0	1
293	127	1
350	127	1
380	127	1
418	127	1
1186	127	1
1264	127	1
134	0	0
134	0	1
293	134	1
356	134	1
381	134	1
422	134	1
1189	134	1
1266	134	1
141	0	0
141	0	1
296	141	1
338	141	1
382	141	1
411	141	1
1192	141	1
1268	141	1
148	0	0
148	0	1
296	148	1
344	148	1
383	148	1
415	148	1
1195	148	1
1270	148	1
155	0	0
155	0	1
299	155	1
350	155	1
384	155	1
419	155	1
1198	155	1
1272	155	1
162	0	0
162	0	1
299	162	1
356	162	1
385	162	1
423	162	1
1201	162	1
1274	162	1
169	0	0
169	0	1
302	169	1
341	169	1
386	169	1
412	169	1
1204	169	1
1276	169	1
176	0	0
176	0	1
302	176	1
347	176	1
387	176	1
416	176	1
1207	176	1
1278	176	1
183	0	0
183	0	1
305	183	1
353	183	1
388	183	1
420	183	1
1210	183	1
1280	183	1
190	0	0
190	0	1
305	190	1
359	190	1
389	190	1
424	190	1
1213	190	1
1282	190	1
197	0	0
197	0	1
308	197	1
341	197	1
390	197	1
413	197	1
1216	197	1
1284	197	1
204	0	0
204	0	1
308	204	1
347	204	1
391	204	1
417	204	1
1219	204	1
1286	204	1
211	0	0
211	0	1
311	211	1
353	211	1
392	211	1
421	211	1
1222	211	1
1288	211	1
218	0	0
218	0	1
311	218	1
359	218	1
393	218	1
425	218	1
1225	218	1
1290	218	1
225	0	1
226	0	1
227	0	1
228	0	1
229	0	1
230	0	1
231	0	1
232	0	1
233	0	0
233	0	1
242	233	1
245	233	1
248	233	1
251	233	1
254	233	1
257	233	1
260	233	1
263	233	1
242	0	0
242	0	1
730	242	1
754	242	1
245	0	0
245	0	1
733	245	1
756	245	1
248	0	0
248	0	1
736	248	1
758	248	1
251	0	0
251	0	1
739	251	1
760	251	1
254	0	0
254	0	1
742	254	1
762	254	1
257	0	0
257	0	1
745	257	1
764	257	1
260	0	0
260	0	1
748	260	1
766	260	1
263	0	0
263	0	1
751	263	1
768	263	1
266	0	0
266	0	1
362	266	1
363	266	1
269	0	0
269	0	1
364	269	1
365	269	1
272	0	0
272	0	1
366	272	1
367	272	1
275	0	0
275	0	1
368	275	1
369	275	1
278	0	0
278	0	1
370	278	1
371	278	1
281	0	0
281	0	1
372	281	1
373	281	1
284	0	0
284	0	1
374	284	1
375	284	1
287	0	0
287	0	1
376	287	1
377	287	1
290	0	0
290	0	1
378	290	1
379	290	1
293	0	0
293	0	1
380	293	1
381	293	1
296	0	0
296	0	1
382	296	1
383	296	1
299	0	0
299	0	1
384	299	1
385	299	1
302	0	0
302	0	1
386	302	1
387	302	1
305	0	0
305	0	1
388	305	1
389	305	1
308	0	0
308	0	1
390	308	1
391	308	1
311	0	0
311	0	1
392	311	1
393	311	1
314	0	0
314	0	1
394	314	1
395	314	1
317	0	0
317	0	1
396	317	1
397	317	1
320	0	0
320	0	1
398	320	1
399	320	1
323	0	0
323	0	1
400	323	1
401	323	1
326	0	0
326	0	1
402	326	1
403	326	1
329	0	0
329	0	1
404	329	1
405	329	1
332	0	0
332	0	1
406	332	1
407	332	1
335	0	0
335	0	1
408	335	1
409	335	1
338	0	0
338	0	1
410	338	1
411	338	1
341	0	0
341	0	1
412	341	1
413	341	1
344	0	0
344	0	1
414	344	1
415	344	1
347	0	0
347	0	1
416	347	1
417	347	1
350	0	0
350	0	1
418	350	1
419	350	1
353	0	0
353	0	1
420	353	1
421	353	1
356	0	0
356	0	1
422	356	1
423	356	1
359	0	0
359	0	1
424	359	1
425	359	1
362	0	1
363	0	1
364	0	1
365	0	1
366	0	1
367	0	1
368	0	1
369	0	1
370	0	1
371	0	1
372	0	1
373	0	1
374	0	1
375	0	1
376	0	1
377	0	1
378	0	1
379	0	1
380	0	1
381	0	1
382	0	1
383	0	1
384	0	1
385	0	1
386	0	1
387	0	1
388	0	1
389	0	1
390	0	1
391	0	1
392	0	1
393	0	1
394	0	1
395	0	1
396	0	1
397	0	1
398	0	1
399	0	1
400	0	1
401	0	1
402	0	1
403	0	1
404	0	1
405	0	1
406	0	1
407	0	1
408	0	1
409	0	1
410	0	1
411	0	1
412	0	1
413	0	1
414	0	1
415	0	1
416	0	1
417	0	1
418	0	1
419	0	1
420	0	1
421	0	1
422	0	1
423	0	1
424	0	1
425	0	1
426	0	0
426	0	1
522	426	1
570	426	1
429	0	0
429	0	1
522	429	1
571	429	1
432	0	0
432	0	1
525	432	1
572	432	1
435	0	0
435	0	1
525	435	1
573	435	1
438	0	0
438	0	1
528	438	1
574	438	1
441	0	0
441	0	1
528	441	1
575	441	1
444	0	0
444	0	1
531	444	1
576	444	1
447	0	0
447	0	1
531	447	1
577	447	1
450	0	0
450	0	1
534	450	1
578	450	1
453	0	0
453	0	1
534	453	1
579	453	1
456	0	0
456	0	1
537	456	1
580	456	1
459	0	0
459	0	1
537	459	1
581	459	1
462	0	0
462	0	1
540	462	1
582	462	1
465	0	0
465	0	1
540	465	1
583	465	1
468	0	0
468	0	1
543	468	1
584	468	1
471	0	0
471	0	1
543	471	1
585	471	1
474	0	0
474	0	1
546	474	1
586	474	1
477	0	0
477	0	1
546	477	1
587	477	1
480	0	0
480	0	1
549	480	1
588	480	1
483	0	0
483	0	1
549	483	1
589	483	1
486	0	0
486	0	1
552	486	1
590	486	1
489	0	0
489	0	1
552	489	1
591	489	1
492	0	0
492	0	1
555	492	1
592	492	1
495	0	0
495	0	1
555	495	1
593	495	1
498	0	0
498	0	1
558	498	1
594	498	1
501	0	0
501	0	1
558	501	1
595	501	1
504	0	0
504	0	1
561	504	1
596	504	1
507	0	0
507	0	1
561	507	1
597	507	1
510	0	0
510	0	1
564	510	1
598	510	1
513	0	0
513	0	1
564	513	1
599	513	1
516	0	0
516	0	1
567	516	1
600	516	1
519	0	0
519	0	1
567	519	1
601	519	1
522	0	0
522	0	1
570	522	1
571	522	1
525	0	0
525	0	1
572	525	1
573	525	1
528	0	0
528	0	1
574	528	1
575	528	1
531	0	0
531	0	1
576	531	1
577	531	1
534	0	0
534	0	1
578	534	1
579	534	1
537	0	0
537	0	1
580	537	1
581	537	1
540	0	0
540	0	1
582	540	1
583	540	1
543	0	0
543	0	1
584	543	1
585	543	1
546	0	0
546	0	1
586	546	1
587	546	1
549	0	0
549	0	1
588	549	1
589	549	1
552	0	0
552	0	1
590	552	1
591	552	1
555	0	0
555	0	1
592	555	1
593	555	1
558	0	0
558	0	1
594	558	1
595	558	1
561	0	0
561	0	1
596	561	1
597	561	1
564	0	0
564	0	1
598	564	1
599	564	1
567	0	0
567	0	1
600	567	1
601	567	1
570	0	1
571	0	1
572	0	1
573	0	1
574	0	1
575	0	1
576	0	1
577	0	1
578	0	1
579	0	1
580	0	1
581	0	1
582	0	1
583	0	1
584	0	1
585	0	1
586	0	1
587	0	1
588	0	1
589	0	1
590	0	1
591	0	1
592	0	1
593	0	1
594	0	1
595	0	1
596	0	1
597	0	1
598	0	1
599	0	1
600	0	1
601	0	1
602	0	0
602	0	1
666	602	1
672	602	1
690	602	1
694	602	1
607	0	0
607	0	1
666	607	1
675	607	1
691	607	1
696	607	1
612	0	0
612	0	1
669	612	1
672	612	1
692	612	1
695	612	1
617	0	0
617	0	1
669	617	1
675	617	1
693	617	1
697	617	1
622	0	0
622	0	1
678	622	1
684	622	1
698	622	1
702	622	1
627	0	0
627	0	1
678	627	1
687	627	1
699	627	1
704	627	1
632	0	0
632	0	1
681	632	1
684	632	1
700	632	1
703	632	1
637	0	0
637	0	1
681	637	1
687	637	1
701	637	1
705	637	1
642	0	0
642	0	1
794	642	1
818	642	1
645	0	0
645	0	1
797	645	1
820	645	1
648	0	0
648	0	1
800	648	1
822	648	1
651	0	0
651	0	1
803	651	1
824	651	1
654	0	0
654	0	1
806	654	1
826	654	1
657	0	0
657	0	1
809	657	1
828	657	1
660	0	0
660	0	1
812	660	1
830	660	1
663	0	0
663	0	1
815	663	1
832	663	1
666	0	0
666	0	1
690	666	1
691	666	1
669	0	0
669	0	1
692	669	1
693	669	1
672	0	0
672	0	1
694	672	1
695	672	1
675	0	0
675	0	1
696	675	1
697	675	1
678	0	0
678	0	1
698	678	1
699	678	1
681	0	0
681	0	1
700	681	1
701	681	1
684	0	0
684	0	1
702	684	1
703	684	1
687	0	0
687	0	1
704	687	1
705	687	1
690	0	1
691	0	1
692	0	1
693	0	1
694	0	1
695	0	1
696	0	1
697	0	1
698	0	1
699	0	1
700	0	1
701	0	1
702	0	1
703	0	1
704	0	1
705	0	1
706	0	0
706	0	1
742	706	1
763	706	1
709	0	0
709	0	1
745	709	1
765	709	1
712	0	0
712	0	1
748	712	1
767	712	1
715	0	0
715	0	1
751	715	1
769	715	1
718	0	0
718	0	1
730	718	1
755	718	1
721	0	0
721	0	1
733	721	1
757	721	1
724	0	0
724	0	1
736	724	1
759	724	1
727	0	0
727	0	1
739	727	1
761	727	1
730	0	0
730	0	1
754	730	1
755	730	1
733	0	0
733	0	1
756	733	1
757	733	1
736	0	0
736	0	1
758	736	1
759	736	1
739	0	0
739	0	1
760	739	1
761	739	1
742	0	0
742	0	1
762	742	1
763	742	1
745	0	0
745	0	1
764	745	1
765	745	1
748	0	0
748	0	1
766	748	1
767	748	1
751	0	0
751	0	1
768	751	1
769	751	1
754	0	1
755	0	1
756	0	1
757	0	1
758	0	1
759	0	1
760	0	1
761	0	1
762	0	1
763	0	1
764	0	1
765	0	1
766	0	1
767	0	1
768	0	1
769	0	1
770	0	0
770	0	1
794	770	1
819	770	1
773	0	0
773	0	1
797	773	1
821	773	1
776	0	0
776	0	1
800	776	1
823	776	1
779	0	0
779	0	1
803	779	1
825	779	1
782	0	0
782	0	1
806	782	1
827	782	1
785	0	0
785	0	1
809	785	1
829	785	1
788	0	0
788	0	1
812	788	1
831	788	1
791	0	0
791	0	1
815	791	1
833	791	1
794	0	0
794	0	1
818	794	1
819	794	1
797	0	0
797	0	1
820	797	1
821	797	1
800	0	0
800	0	1
822	800	1
823	800	1
803	0	0
803	0	1
824	803	1
825	803	1
806	0	0
806	0	1
826	806	1
827	806	1
809	0	0
809	0	1
828	809	1
829	809	1
812	0	0
812	0	1
830	812	1
831	812	1
815	0	0
815	0	1
832	815	1
833	815	1
818	0	1
819	0	1
820	0	1
821	0	1
822	0	1
823	0	1
824	0	1
825	0	1
826	0	1
827	0	1
828	0	1
829	0	1
830	0	1
831	0	1
832	0	1
833	0	1
834	0	0
834	0	1
981	834	1
1016	834	1
1021	834	1
1036	834	1
1048	834	1
1060	834	1
1072	834	1
847	0	0
847	0	1
980	847	1
1026	847	1
1031	847	1
1039	847	1
1051	847	1
1063	847	1
1075	847	1
860	0	0
860	0	1
979	860	1
1016	860	1
1026	860	1
1042	860	1
1054	860	1
1066	860	1
1078	860	1
873	0	0
873	0	1
978	873	1
1021	873	1
1031	873	1
1045	873	1
1057	873	1
1069	873	1
1081	873	1
886	0	0
886	0	1
984	886	1
1006	886	1
1011	886	1
1087	886	1
1099	886	1
1111	886	1
1123	886	1
899	0	0
899	0	1
982	899	1
1001	899	1
1011	899	1
1093	899	1
1105	899	1
1117	899	1
1129	899	1
912	0	0
912	0	1
983	912	1
996	912	1
1006	912	1
1090	912	1
1102	912	1
1114	912	1
1126	912	1
925	0	0
925	0	1
985	925	1
996	925	1
1001	925	1
1084	925	1
1096	925	1
1108	925	1
1120	925	1
938	0	1
939	0	1
940	0	1
941	0	1
942	0	1
943	0	1
944	0	1
945	0	1
946	0	1
947	0	1
948	0	1
949	0	1
950	0	1
951	0	1
952	0	1
953	0	1
954	0	1
955	0	1
956	0	1
957	0	1
958	0	1
959	0	1
960	0	1
961	0	1
962	0	1
963	0	1
964	0	1
965	0	1
966	0	1
967	0	1
968	0	1
969	0	1
970	0	1
971	0	1
972	0	1
973	0	1
974	0	1
975	0	1
976	0	1
977	0	1
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
