ISC file: c7552.isc

Gate	Type	Fanout
578	AND	 886 883
582	NOT	 11380
585	NOT	 881
590	BUF	 1116 889
593	NOT	 1112 1110
596	NOT	 1113 1109
599	NOT	 3228 3184 1365 1335
604	NOT	 3211 3169 1356 1329
609	NOT	 3210 3168 1353 1326
614	BUF	 1721 1708 1551 1537 1311 1308 1299 1287 1174 1167
625	BUF	 1114 1111
628	NAND	 1141 1132 1119
632	NAND	 1240 1227 1154
636	BUF	 1966 1649 1431 1428
641	NOT	 1028
642	NOT	 1989
643	BUF	 11381
644	NOT	 3515 3149 3114 1990 1323 1302
651	NOT	 3144 3107 1991 1320 1296
657	BUF	 1189 945
660	NOT	 3137 3097 1993 1317 1293
666	NOT	 3136 3096 1994 1314 1290
672	NOT	 1995
673	NOT	 1996
674	NOT	 1992
676	BUF	 1244 1233 1194 1182 1160
682	BUF	 1199 1175 1147 1136 1125
688	AND	 957
689	BUF	 1277 1270 1256 1249 1206
695	NOT	 4769 3381 1263 1211
700	NAND	 1305 1284 1174 1167
705	NOT	 1029
706	NOT	 2064
707	BUF	 11382
708	NOT	 3628 3241 3202 2065 1377 1350
715	NOT	 3236 3195 2066 1374 1344
721	NOT	 3232 3189 2067 1371 1341
727	NOT	 3229 3185 2068 1368 1338
733	NOT	 2069
734	NOT	 3658 3625 3221 3178 2070 1362 1347
742	NOT	 3215 3173 2071 1359 1332
748	NOT	 2072
749	NOT	 2073
750	BUF	 11316 11225 11224 1218
758	NOT	 3032
759	NOT	 3033 2366
762	NOT	 4603 4570 3034 1422 1401
768	NOT	 4597 4566 3035 1419 1398
774	NOT	 4593 4563 3036 1416 1395
780	NOT	 4592 4562 3037 1413 1392
786	NOT	 4871 4844 4586 4555 3038 1425 1389
794	NOT	 4581 4549 3039 1410 1386
800	NOT	 4577 4545 3040 1407 1383
806	NOT	 4576 4544 3041 1404 1380
812	NOT	 3020
813	BUF	 11383
814	NOT	 5030 4735 4687 3021 1485 1458
821	NOT	 4728 4682 3022 1479 1455
827	NOT	 4722 4678 3023 1476 1452
833	NOT	 4718 4675 3024 1473 1449
839	NOT	 4717 4674 3025 1470 1446
845	NOT	 5027 4940 4711 4667 3026 1482 1443
853	NOT	 4706 4661 3027 1467 1440
859	NOT	 4702 4657 3028 1464 1437
865	NOT	 4701 4656 3029 1461 1434
871	BUF	 9893 1115
881	NAND	 11384
882	NOT	 11385
883	NOT	 11386
884	NOT	 11387
885	NOT	 11388
886	AND	 10647
887	AND	 10647
889	BUF	 11389
945	BUF	 11390
957	NOT	 1721 1713 1708 1703 1551 1537
1028	AND	 1222
1029	NAND	 1758 1649
1109	AND	 1489
1110	NAND	 11391
1111	NOT	 11392
1112	NAND	 11393
1113	NAND	 11394
1114	NOT	 11395
1115	NOT	 9740
1116	BUF	 1781 1490
1119	BUF	 2454 2450 2446 2442 2441
1125	BUF	 2240 1795 1794 1793 1783 1782
1132	BUF	 2775 2772 2458
1136	BUF	 1798 1797 1796 1789
1141	BUF	 2478 2474 2470 2466 2462
1147	BUF	 1815 1814 1813 1812 1811 1799
1154	BUF	 2508 2502 2496 2488 2482
1160	BUF	 1820 1819 1818 1817 1816 1805
1167	AND	 4303 3507 3131 3126
1174	AND	 3159
1175	BUF	 1861 1860 1859 1858 1857 1845
1182	BUF	 1866 1865 1864 1863 1862 1851
1189	NOT	 3140 3101 2081 2074
1194	NOT	 2003 1919 1906 1892
1199	NOT	 1899 1885
1206	NOT	 2045 2038 2031 2024
1211	BUF	 1930 1929 1928 1927 1926 1913
1218	NOT	 11308 11223 11222
1222	NOT	 2086 1966
1227	BUF	 2728 2638 2632 2626 2619
1233	BUF	 2347 1960 1959 1958 1957 1947
1240	BUF	 2769 2766 2644
1244	BUF	 1963 1962 1961 1953
1249	BUF	 1993 1992 1991 1990 1989 1977
1256	BUF	 2680 2674 1996 1995 1994 1983
1263	BUF	 2014 2013 2012 2011 2010 1997
1270	BUF	 2068 2067 2066 2065 2064 2052
1277	BUF	 2073 2072 2071 2070 2069 2058
1284	BUF	 2108 1821
1287	BUF	 2107 1822
1290	BUF	 5167 1828
1293	BUF	 5168 1829
1296	BUF	 5170 1830
1299	BUF	 2268 1832
1302	BUF	 5171 1833
1305	BUF	 2113 1834
1308	BUF	 2112 1835
1311	BUF	 2274 1839
1314	BUF	 5172 1840
1317	BUF	 5173 1841
1320	BUF	 5175 1842
1323	BUF	 5176 1843
1326	BUF	 5196 1867
1329	BUF	 5197 1868
1332	BUF	 5198 1869
1335	BUF	 5199 1870
1338	BUF	 5200 1871
1341	BUF	 5201 1872
1344	BUF	 5202 1873
1347	BUF	 5203 1874
1350	BUF	 5204 1875
1353	BUF	 5205 1876
1356	BUF	 5206 1877
1359	BUF	 5207 1878
1362	BUF	 5208 1879
1365	BUF	 5209 1880
1368	BUF	 5210 1881
1371	BUF	 5211 1882
1374	BUF	 5212 1883
1377	BUF	 5213 1884
1380	BUF	 6540 1931
1383	BUF	 6541 1932
1386	BUF	 6542 1933
1389	BUF	 6543 1934
1392	BUF	 6544 1935
1395	BUF	 6545 1936
1398	BUF	 6546 1937
1401	BUF	 6547 1938
1404	BUF	 6555 1939
1407	BUF	 6556 1940
1410	BUF	 6557 1941
1413	BUF	 6558 1942
1416	BUF	 6559 1943
1419	BUF	 6560 1944
1422	BUF	 6561 1945
1425	BUF	 6569 1946
1428	BUF	 2355 1965
1431	BUF	 2653 1967
1434	BUF	 6621 1968
1437	BUF	 6622 1969
1440	BUF	 6623 1970
1443	BUF	 6624 1971
1446	BUF	 6625 1972
1449	BUF	 6626 1973
1452	BUF	 6627 1974
1455	BUF	 6628 1975
1458	BUF	 6629 1976
1461	BUF	 6649 2015
1464	BUF	 6650 2016
1467	BUF	 6651 2017
1470	BUF	 6652 2018
1473	BUF	 6653 2019
1476	BUF	 6654 2020
1479	BUF	 6655 2021
1482	BUF	 6656 2022
1485	BUF	 6657 2023
1489	NOT	 11396
1490	BUF	 11397
1537	AND	 2869 2868 2867 2866 2231
1551	AND	 2878 2235
1649	AND	 4193
1703	BUF	 2111 2110
1708	BAD	 6711 2230
1713	BUF	 2115 2114
1721	BAD	 4487 2117
1758	BUF	 2172 2171
1781	AND	 11398
1782	AND	 2239
1783	NOT	 2243 2242 2241 2240 2239
1789	NOT	 2246 2245 2244
1793	AND	 2241
1794	AND	 2242
1795	AND	 2243
1796	AND	 2244
1797	AND	 2245
1798	AND	 2246
1799	NOT	 2251 2250 2249 2248 2247
1805	NOT	 2256 2255 2254 2253 2252
1811	AND	 2247
1812	AND	 2248
1813	AND	 2249
1814	AND	 2250
1815	AND	 2251
1816	AND	 2252
1817	AND	 2253
1818	AND	 2254
1819	AND	 2255
1820	AND	 2256
1821	NOT	 2107
1822	NOT	 2108
1828	NOT	 4463
1829	NOT	 4465
1830	NOT	 4469
1832	NOT	 2111
1833	NOT	 4471
1834	NOT	 2112
1835	NOT	 2113
1839	NOT	 2115
1840	NOT	 4475
1841	NOT	 4477
1842	NOT	 4481
1843	NOT	 4483
1845	NOT	 2281 2280 2279 2278 2277
1851	NOT	 2286 2285 2284 2283 2282
1857	AND	 2793
1858	AND	 2538
1859	AND	 2542
1860	AND	 2546
1861	AND	 2550
1862	AND	 2778
1863	AND	 2554
1864	AND	 2561
1865	AND	 2567
1866	AND	 2573
1867	NOT	 4507
1868	NOT	 4509
1869	NOT	 4511
1870	NOT	 4513
1871	NOT	 4515
1872	NOT	 4517
1873	NOT	 4519
1874	NOT	 4521
1875	NOT	 4523
1876	NOT	 4525
1877	NOT	 4527
1878	NOT	 4529
1879	NOT	 4531
1880	NOT	 4533
1881	NOT	 4535
1882	NOT	 4537
1883	NOT	 4539
1884	NOT	 4541
1885	BUF	 2303 2302 2301 2300 2299 2287
1892	BUF	 2308 2307 2306 2305 2304 2293
1899	BUF	 2325 2324 2323 2322 2321 2309
1906	BUF	 2330 2329 2328 2327 2326 2315
1913	NOT	 2341 2340 2339 2338 2337
1919	BUF	 2346 2345 2344 2343 2342 2331
1926	AND	 2790
1927	AND	 2604
1928	AND	 2607
1929	AND	 2611
1930	AND	 2615
1931	NOT	 5944
1932	NOT	 5946
1933	NOT	 5948
1934	NOT	 5950
1935	NOT	 5952
1936	NOT	 5954
1937	NOT	 5956
1938	NOT	 5958
1939	NOT	 5967
1940	NOT	 5969
1941	NOT	 5971
1942	NOT	 5973
1943	NOT	 5975
1944	NOT	 5977
1945	NOT	 5979
1946	NOT	 5989
1947	NOT	 2351 2350 2349 2348 2347
1953	NOT	 2354 2353 2352
1957	AND	 2348
1958	AND	 2349
1959	AND	 2350
1960	AND	 2351
1961	AND	 2352
1962	AND	 2353
1963	AND	 2354
1965	NOT	 2172
1966	AND	 3379
1967	NOT	 2357
1968	NOT	 6060
1969	NOT	 6062
1970	NOT	 6064
1971	NOT	 6066
1972	NOT	 6068
1973	NOT	 6070
1974	NOT	 6072
1975	NOT	 6074
1976	NOT	 6076
1977	NOT	 2362 2361 2360 2359 2358
1983	NOT	 2367 2366 2365 2364 2363
1989	AND	 2781
1990	AND	 2654
1991	AND	 2658
1992	AND	 2662
1993	AND	 2666
1994	AND	 2670
1995	AND	 2787
1996	AND	 2784
1997	NOT	 2378 2377 2376 2375 2374
2003	BUF	 2383 2382 2381 2380 2379 2368
2010	AND	 2688
2011	AND	 2692
2012	AND	 2696
2013	AND	 2700
2014	AND	 2704
2015	NOT	 6103
2016	NOT	 6105
2017	NOT	 6107
2018	NOT	 6109
2019	NOT	 6111
2020	NOT	 6113
2021	NOT	 6115
2022	NOT	 6117
2023	NOT	 6119
2024	BUF	 2400 2399 2398 2397 2396 2384
2031	BUF	 2405 2404 2403 2402 2401 2390
2038	BUF	 2422 2421 2420 2419 2418 2406
2045	BUF	 2427 2426 2425 2424 2423 2412
2052	NOT	 2432 2431 2430 2429 2428
2058	NOT	 2437 2436 2435 2434 2433
2064	AND	 2796
2065	AND	 2729
2066	AND	 2733
2067	AND	 2737
2068	AND	 2741
2069	AND	 2745
2070	AND	 2749
2071	AND	 2753
2072	AND	 2757
2073	AND	 2761
2074	BUF	 5169 2267
2081	BUF	 5174 2275
2086	BUF	 2357 2356
2107	NAND	 2257
2108	NAND	 2257
2110	NOT	 2268
2111	NAND	 2523
2112	NAND	 2269
2113	NAND	 2269
2114	NOT	 2274
2115	NAND	 2533
2117	NOT	 3953
2171	NOT	 2355
2172	NAND	 2650
2230	NOT	 6192
2231	BUF	 6712 2765
2235	BUF	 4488 2537
2239	OR	 2441
2240	OR	 2442
2241	OR	 2446
2242	OR	 2450
2243	OR	 2454
2244	OR	 2458
2245	OR	 2775
2246	OR	 2772
2247	OR	 2462
2248	OR	 2466
2249	OR	 2470
2250	OR	 2474
2251	OR	 2478
2252	OR	 2482
2253	OR	 2488
2254	OR	 2496
2255	OR	 2502
2256	OR	 2508
2257	NAND	 3134 3130 3122 3064 3061 2869 2868 2867 2866
2267	NOT	 4467
2268	NAND	 2523
2269	NAND	 3155 3070 3067 2878
2274	NAND	 2533
2275	NOT	 4479
2277	AND	 2793
2278	AND	 2538
2279	AND	 2542
2280	AND	 2546
2281	AND	 2550
2282	AND	 2778
2283	AND	 2554
2284	AND	 2561
2285	AND	 2567
2286	AND	 2573
2287	NOT	 2917 2916 2915 2914 2913
2293	NOT	 2922 2921 2920 2919 2918
2299	AND	 3247
2300	AND	 3251
2301	AND	 3255
2302	AND	 3259
2303	AND	 3263
2304	AND	 3267
2305	AND	 3273
2306	AND	 3281
2307	AND	 3287
2308	AND	 3293
2309	NOT	 2927 2926 2925 2924 2923
2315	NOT	 2932 2931 2930 2929 2928
2321	AND	 3789
2322	AND	 3299
2323	AND	 3303
2324	AND	 3307
2325	AND	 3311
2326	AND	 3783
2327	AND	 3315
2328	AND	 3322
2329	AND	 3328
2330	AND	 3334
2331	NOT	 2937 2936 2935 2934 2933
2337	AND	 2790
2338	AND	 2604
2339	AND	 2607
2340	AND	 2611
2341	AND	 2615
2342	AND	 3786
2343	AND	 3340
2344	AND	 3343
2345	AND	 3349
2346	AND	 3355
2347	OR	 2728
2348	OR	 2619
2349	OR	 2626
2350	OR	 2632
2351	OR	 2638
2352	OR	 2644
2353	OR	 2769
2354	OR	 2766
2355	NAND	 2650
2356	NOT	 2653
2357	NAND	 2988
2358	AND	 2781
2359	AND	 2654
2360	AND	 2658
2361	AND	 2662
2362	AND	 2666
2363	AND	 2670
2364	AND	 2787
2365	AND	 2784
2366	AND	 2674
2367	AND	 2680
2368	NOT	 3009 3008 3007 3006 3005
2374	AND	 2688
2375	AND	 2692
2376	AND	 2696
2377	AND	 2700
2378	AND	 2704
2379	AND	 3384
2380	AND	 3390
2381	AND	 3398
2382	AND	 3404
2383	AND	 3410
2384	NOT	 3024 3023 3022 3021 3020
2390	NOT	 3029 3028 3027 3026 3025
2396	AND	 3891
2397	AND	 3416
2398	AND	 3420
2399	AND	 3424
2400	AND	 3428
2401	AND	 3432
2402	AND	 3436
2403	AND	 3440
2404	AND	 3444
2405	AND	 3448
2406	NOT	 3036 3035 3034 3033 3032
2412	NOT	 3041 3040 3039 3038 3037
2418	AND	 3888
2419	AND	 3885
2420	AND	 3454
2421	AND	 3458
2422	AND	 3462
2423	AND	 3466
2424	AND	 3470
2425	AND	 3474
2426	AND	 3478
2427	AND	 3482
2428	AND	 2796
2429	AND	 2729
2430	AND	 2733
2431	AND	 2737
2432	AND	 2741
2433	AND	 2745
2434	AND	 2749
2435	AND	 2753
2436	AND	 2757
2437	AND	 2761
2441	AND	 3080
2442	AND	 3763 3553 3374
2446	AND	 3757 3560 3373
2450	AND	 3751 3557 3372
2454	AND	 3745 3566 3371
2458	AND	 3739 3563 3370
2462	AND	 3828 3688 3365
2466	AND	 3837 3712 3364
2470	AND	 3834 3682 3363
2474	AND	 3843 3676 3362
2478	AND	 3840 3670 3361
2482	AND	 3643 3607 3580 3228 3184
2488	AND	 3658 3640 3625 3619 3589 3221 3178
2496	AND	 3637 3604 3586 3215 3173
2502	AND	 3634 3601 3595 3211 3169
2508	AND	 3631 3598 3592 3210 3168
2523	NAND	 3510 3502 3134 3130 3122
2533	NAND	 10731 3155 3135
2537	NOT	 3955
2538	OR	 3819 3718 3369
2542	OR	 3825 3706 3368
2546	OR	 3822 3700 3367
2550	OR	 3831 3694 3366
2554	OR	 3655 3628 3622 3571 3241 3202
2561	OR	 3652 3616 3577 3236 3195
2567	OR	 3649 3613 3574 3232 3189
2573	OR	 3646 3610 3583 3229 3185
2604	OR	 3807 3381
2607	OR	 4766 3852 3813
2611	OR	 4764 3849 3810
2615	OR	 4762 3846 3816
2619	AND	 3535 3530 3515 3499 3149 3114
2626	AND	 3542 3527 3496 3144 3107
2632	AND	 3539 3524 3493 3140 3101
2638	AND	 3548 3521 3490 3137 3097
2644	AND	 3545 3518 3487 3136 3096
2650	NAND	 3379 3375
2653	NAND	 2988
2654	OR	 3766 3760 3374
2658	OR	 3772 3754 3373
2662	OR	 3769 3748 3372
2666	OR	 3778 3742 3371
2670	OR	 3775 3736 3370
2674	OR	 6217 5981 5960 3664 3661
2680	OR	 4767 3855
2688	OR	 4637 3792 3730
2692	OR	 4635 3798 3733
2696	OR	 4634 3795 3727
2700	OR	 4632 3804 3724
2704	OR	 4630 3801 3721
2728	AND	 3073
2729	OR	 3858 3715 3369
2733	OR	 3864 3703 3368
2737	OR	 3861 3697 3367
2741	OR	 3870 3691 3366
2745	OR	 3867 3685 3365
2749	OR	 3876 3709 3364
2753	OR	 3873 3679 3363
2757	OR	 3882 3673 3362
2761	OR	 3879 3667 3361
2765	NOT	 6194
2766	AND	 4327 3551
2769	AND	 4326 3552
2772	AND	 4334 3569
2775	AND	 4333 3570
2778	OR	 5189 3167
2781	OR	 5363 3380
2784	OR	 4412 3781
2787	OR	 4411 3782
2790	OR	 5425 3452
2793	OR	 5429 3453
2796	OR	 5451 3486
2866	AND	 3126
2867	AND	 4303
2868	AND	 3507
2869	AND	 3131
2878	AND	 3159
2913	AND	 3247
2914	AND	 3251
2915	AND	 3255
2916	AND	 3259
2917	AND	 3263
2918	AND	 3267
2919	AND	 3273
2920	AND	 3281
2921	AND	 3287
2922	AND	 3293
2923	AND	 3789
2924	AND	 3299
2925	AND	 3303
2926	AND	 3307
2927	AND	 3311
2928	AND	 3783
2929	AND	 3315
2930	AND	 3322
2931	AND	 3328
2932	AND	 3334
2933	AND	 3786
2934	AND	 3340
2935	AND	 3343
2936	AND	 3349
2937	AND	 3355
2988	NAND	 3375
3005	AND	 3384
3006	AND	 3390
3007	AND	 3398
3008	AND	 3404
3009	AND	 3410
3020	AND	 3891
3021	AND	 3416
3022	AND	 3420
3023	AND	 3424
3024	AND	 3428
3025	AND	 3432
3026	AND	 3436
3027	AND	 3440
3028	AND	 3444
3029	AND	 3448
3032	AND	 3888
3033	AND	 3885
3034	AND	 3454
3035	AND	 3458
3036	AND	 3462
3037	AND	 3466
3038	AND	 3470
3039	AND	 3474
3040	AND	 3478
3041	AND	 3482
3061	BUF	 10271 4308
3064	BUF	 10272 4313
3067	BUF	 3954 3953
3070	BUF	 3956 3955
3073	NOT	 5179 3958
3080	NOT	 5184 3964
3096	AND	 7609
3097	AND	 8134 8117 6766
3101	AND	 8131 8114 6774 6770 6767
3107	AND	 7613 6780 6777 6775 6771 6768
3114	AND	 6782 6781 6778 6776 6772 6769 4796
3122	AND	 8840 8262 4473
3126	OR	 10551 9242 4474
3130	AND	 4303
3131	OR	 4790 4784
3134	AND	 4784
3135	NOT	 10588
3136	AND	 7620
3137	AND	 10419 6787
3140	AND	 10422 6791 6788
3144	AND	 10425 6794 6792 6789
3149	AND	 10428 6796 6795 6793 6790
3155	AND	 8818 8269 4485
3159	OR	 10705 9238 4486
3167	NOT	 4502
3168	AND	 7649
3169	AND	 8156 8146 6836
3173	AND	 7650 6842 6839 6837
3178	AND	 6844 6843 6840 6838 4810
3184	AND	 7655
3185	AND	 8186 8169 6848
3189	AND	 8183 8166 6856 6852 6849
3195	AND	 7659 6862 6859 6857 6853 6850
3202	AND	 6864 6863 6860 6858 6854 6851 4814
3210	AND	 7668
3211	AND	 8200 8196 6870
3215	AND	 8208 8204 6876 6873 6871
3221	AND	 6880 6878 6877 6874 6872 4817
3228	AND	 7671
3229	AND	 10406 6884
3232	AND	 10409 6888 6885
3236	AND	 10412 6891 6889 6886
3241	AND	 10415 6893 6892 6890 6887
3247	OR	 5089 5049 4760
3251	OR	 5104 5055 4759
3255	OR	 5083 5052 4758
3259	OR	 5077 5061 4757
3263	OR	 5071 5058 4756
3267	OR	 4979 4856 4832 4592 4562
3273	OR	 4988 4871 4868 4844 4829 4586 4555
3281	OR	 4985 4853 4826 4581 4549
3287	OR	 4994 4850 4823 4577 4545
3293	OR	 4991 4847 4820 4576 4544
3299	OR	 5033 4910 4641
3303	OR	 5039 4901 4640
3307	OR	 5036 4895 4639
3311	OR	 5042 4889 4638
3315	OR	 5030 5024 4943 4937 4735 4687
3322	OR	 5018 4949 4934 4728 4682
3328	OR	 5015 4946 4931 4722 4678
3334	OR	 5012 4955 4928 4718 4675
3340	OR	 4970 4769
3343	OR	 4976 4865 4841 4603 4570
3349	OR	 4973 4862 4838 4597 4566
3355	OR	 4982 4859 4835 4593 4563
3361	AND	 7825
3362	AND	 7060
3363	AND	 7061
3364	AND	 7062
3365	AND	 7826
3366	AND	 7064
3367	AND	 7065
3368	AND	 7066
3369	AND	 7067
3370	AND	 7852
3371	AND	 7103
3372	AND	 7104
3373	AND	 7105
3374	AND	 7106
3375	AND	 8960 8421 4653
3379	AND	 4193
3380	NOT	 4694
3381	AND	 5107 4767
3384	OR	 5009 4952 4925 4717 4674
3390	OR	 5027 5021 4961 4940 4922 4711 4667
3398	OR	 5006 4958 4919 4706 4661
3404	OR	 5003 4967 4916 4702 4657
3410	OR	 5000 4964 4913 4701 4656
3416	OR	 5138 4907 4641
3420	OR	 5144 4898 4640
3424	OR	 5141 4892 4639
3428	OR	 5150 4886 4638
3432	OR	 5147 4883 4637
3436	OR	 5156 4904 4635
3440	OR	 5153 4880 4634
3444	OR	 5162 4877 4632
3448	OR	 5159 4874 4630
3452	NOT	 4746
3453	NOT	 4751
3454	OR	 5117 5098 4766
3458	OR	 5114 5095 4764
3462	OR	 5123 5092 4762
3466	OR	 5120 5086 4760
3470	OR	 5129 5101 4759
3474	OR	 5126 5080 4758
3478	OR	 5135 5074 4757
3482	OR	 5132 5068 4756
3486	NOT	 4776
3487	BUF	 4464 4463
3490	BUF	 4466 4465
3493	BUF	 4468 4467
3496	BUF	 4470 4469
3499	BUF	 4472 4471
3502	BUF	 9955 4789
3507	BAD	 9065 4793
3510	BUF	 9956 4794
3515	BAD	 9432 4795
3518	BUF	 4476 4475
3521	BUF	 4478 4477
3524	BUF	 4480 4479
3527	BUF	 4482 4481
3530	BUF	 4484 4483
3535	BUF	 4490 4489
3539	BUF	 5181 4491
3542	BUF	 5180 4492
3545	BUF	 5183 4493
3548	BUF	 5182 4494
3551	NOT	 4326
3552	NOT	 4327
3553	BUF	 4496 4495
3557	BUF	 5186 4497
3560	BUF	 5185 4498
3563	BUF	 5188 4499
3566	BUF	 5187 4500
3569	NOT	 4333
3570	NOT	 4334
3571	BUF	 4502 4501
3574	BUF	 5191 4503
3577	BUF	 5190 4504
3580	BUF	 5193 4505
3583	BUF	 5192 4506
3586	BUF	 5475 4799
3589	BUF	 5474 4800
3592	BUF	 5477 4801
3595	BUF	 5476 4802
3598	BUF	 4508 4507
3601	BUF	 4510 4509
3604	BUF	 4512 4511
3607	BUF	 4514 4513
3610	BUF	 4516 4515
3613	BUF	 4518 4517
3616	BUF	 4520 4519
3619	BUF	 4522 4521
3622	BUF	 4524 4523
3625	BAD	 9846 4809
3628	BAD	 9442 4813
3631	BUF	 4526 4525
3634	BUF	 4528 4527
3637	BUF	 4530 4529
3640	BUF	 4532 4531
3643	BUF	 4534 4533
3646	BUF	 4536 4535
3649	BUF	 4538 4537
3652	BUF	 4540 4539
3655	BUF	 4542 4541
3658	BAD	 8887 4543
3661	BUF	 7744 4575
3664	BUF	 7822 4610
3667	BUF	 5284 4611
3670	BUF	 5283 4612
3673	BUF	 5286 4613
3676	BUF	 5285 4614
3679	BUF	 5288 4615
3682	BUF	 5287 4616
3685	BUF	 5290 4617
3688	BUF	 5289 4618
3691	BUF	 5292 4619
3694	BUF	 5291 4620
3697	BUF	 5294 4621
3700	BUF	 5293 4622
3703	BUF	 5296 4623
3706	BUF	 5295 4624
3709	BUF	 5298 4625
3712	BUF	 5297 4626
3715	BUF	 5300 4627
3718	BUF	 5299 4628
3721	BUF	 6594 4629
3724	BUF	 6595 4631
3727	BUF	 6596 4633
3730	BUF	 6597 4636
3733	BUF	 6604 4642
3736	BUF	 5315 4643
3739	BUF	 5314 4644
3742	BUF	 5317 4645
3745	BUF	 5316 4646
3748	BUF	 5319 4647
