ISC file: c6288.isc

Gate	Type	Fanout
1014	AND	 5151 5214
1017	AND	 5455 5515
1020	AND	 5764 5818
1023	AND	 1347 1389
1026	AND	 1486 1557
1029	AND	 1803 1875
1032	AND	 2125 2200
1035	AND	 2454 2527
1038	AND	 2785 2857
1041	AND	 3058 3120
1044	AND	 3344 3397
1047	AND	 3641 3686
1050	AND	 3926 3985
1053	AND	 4220 4274
1056	AND	 4503 4571
1059	AND	 4796 4859
1062	AND	 5097 5156
1065	AND	 5404 5460
1068	AND	 5709 5769
1071	AND	 1351 1391
1074	AND	 1490 1562
1077	AND	 1807 1880
1080	AND	 2129 2205
1083	AND	 2458 2532
1086	AND	 2727 2790
1089	AND	 3010 3063
1092	AND	 3305 3349
1095	AND	 3586 3646
1098	AND	 3877 3931
1101	AND	 4155 4225
1104	AND	 4444 4508
1107	AND	 4742 4801
1110	AND	 5047 5102
1113	AND	 5348 5409
1116	AND	 5654 5714
1119	AND	 1355 1393
1122	AND	 1494 1567
1125	AND	 1811 1885
1128	AND	 2133 2210
1131	AND	 2398 2463
1134	AND	 2678 2732
1137	AND	 2971 3015
1140	AND	 3248 3310
1143	AND	 3536 3591
1146	AND	 3809 3882
1149	AND	 4094 4160
1152	AND	 4389 4449
1155	AND	 4692 4747
1158	AND	 4989 5052
1161	AND	 5292 5353
1164	AND	 5590 5659
1167	AND	 1359 1395
1170	AND	 1498 1572
1173	AND	 1815 1890
1176	AND	 2076 2138
1179	AND	 2353 2403
1182	AND	 2644 2683
1185	AND	 2917 2976
1188	AND	 3202 3253
1191	AND	 3470 3541
1194	AND	 3751 3814
1197	AND	 4043 4099
1200	AND	 4344 4394
1203	AND	 4637 4697
1206	AND	 4937 4994
1209	AND	 5230 5297
1212	AND	 5531 5595
1215	AND	 1363 1397
1218	AND	 1502 1577
1221	AND	 1759 1820
1224	AND	 2033 2081
1227	AND	 2322 2358
1230	AND	 2591 2649
1233	AND	 2873 2922
1236	AND	 3136 3207
1239	AND	 3413 3475
1242	AND	 3702 3756
1245	AND	 4001 4048
1248	AND	 4290 4349
1251	AND	 4587 4642
1254	AND	 4875 4942
1257	AND	 5172 5235
1260	AND	 5476 5536
1263	AND	 1367 1399
1266	AND	 1624 1684
1269	AND	 1897 1945
1272	AND	 2145 2221
1275	AND	 2410 2474
1278	AND	 2690 2743
1281	AND	 2983 3026
1284	AND	 3260 3321
1287	AND	 3548 3602
1290	AND	 3821 3893
1293	AND	 4106 4171
1296	AND	 4401 4460
1299	AND	 4704 4758
1302	AND	 5001 5063
1305	AND	 5304 5364
1308	AND	 5602 5670
1311	NOT	 1371 1372 1508
1315	NOT	 1373 1374 1513
1319	NOT	 1375 1376 1518
1323	NOT	 1377 1378 1523
1327	NOT	 1379 1380 1528
1331	NOT	 1381 1382 1533
1335	NOT	 1383 1384 1538
1339	NOT	 1385 1386 1543
1343	NOT	 1387 1388 1548
1347	NOT	 1389 1390 1553
1351	NOT	 1391 1392 1558
1355	NOT	 1393 1394 1563
1359	NOT	 1395 1396 1568
1363	NOT	 1397 1398 1573
1367	NOT	 1399 1400 1578
1371	BAD	 1401
1372	NOT	 1401
1373	BAD	 1404
1374	NOT	 1404
1375	BAD	 1407
1376	NOT	 1407
1377	BAD	 1410
1378	NOT	 1410
1379	BAD	 1413
1380	NOT	 1413
1381	BAD	 1416
1382	NOT	 1416
1383	BAD	 1419
1384	NOT	 1419
1385	BAD	 1422
1386	NOT	 1422
1387	BAD	 1425
1388	NOT	 1425
1389	BAD	 1428
1390	NOT	 1428
1391	BAD	 1431
1392	NOT	 1431
1393	BAD	 1434
1394	NOT	 1434
1395	BAD	 1437
1396	NOT	 1437
1397	BAD	 1440
1398	NOT	 1440
1399	BAD	 1443
1400	NOT	 1443
1401	BAD	 1446 1506
1404	BAD	 1450 1511
1407	BAD	 1454 1516
1410	BAD	 1458 1521
1413	BAD	 1462 1526
1416	BAD	 1466 1531
1419	BAD	 1470 1536
1422	BAD	 1474 1541
1425	BAD	 1478 1546
1428	BAD	 1482 1551
1431	BAD	 1486 1556
1434	BAD	 1490 1561
1437	BAD	 1494 1566
1440	BAD	 1498 1571
1443	BAD	 1502 1576
1446	BAD	 1506 1507 1508
1450	BAD	 1511 1512 1513
1454	BAD	 1516 1517 1518
1458	BAD	 1521 1522 1523
1462	BAD	 1526 1527 1528
1466	BAD	 1531 1532 1533
1470	BAD	 1536 1537 1538
1474	BAD	 1541 1542 1543
1478	BAD	 1546 1547 1548
1482	BAD	 1551 1552 1553
1486	BAD	 1556 1557 1558
1490	BAD	 1561 1562 1563
1494	BAD	 1566 1567 1568
1498	BAD	 1571 1572 1573
1502	BAD	 1576 1577 1578
1506	BAD	 1581
1507	BAD	 1581
1508	BAD	 1628 1687
1511	BAD	 1582
1512	BAD	 1582
1513	BAD	 1632 1689
1516	BAD	 1585
1517	BAD	 1585
1518	BAD	 1636 1691
1521	BAD	 1588
1522	BAD	 1588
1523	BAD	 1640 1693
1526	BAD	 1591
1527	BAD	 1591
1528	BAD	 1644 1695
1531	BAD	 1594
1532	BAD	 1594
1533	BAD	 1648 1697
1536	BAD	 1597
1537	BAD	 1597
1538	BAD	 1652 1699
1541	BAD	 1600
1542	BAD	 1600
1543	BAD	 1656 1701
1546	BAD	 1603
1547	BAD	 1603
1548	BAD	 1660 1703
1551	BAD	 1606
1552	BAD	 1606
1553	BAD	 1664 1705
1556	BAD	 1609
1557	BAD	 1609
1558	BAD	 1668 1707
1561	BAD	 1612
1562	BAD	 1612
1563	BAD	 1672 1709
1566	BAD	 1615
1567	BAD	 1615
1568	BAD	 1676 1711
1571	BAD	 1618
1572	BAD	 1618
1573	BAD	 1680 1713
1576	BAD	 1621
1577	BAD	 1621
1578	BAD	 1624 1685
1581	BAD	 6290
1582	BAD	 1628 1686
1585	BAD	 1632 1688
1588	BAD	 1636 1690
1591	BAD	 1640 1692
1594	BAD	 1644 1694
1597	BAD	 1648 1696
1600	BAD	 1652 1698
1603	BAD	 1656 1700
1606	BAD	 1660 1702
1609	BAD	 1664 1704
1612	BAD	 1668 1706
1615	BAD	 1672 1708
1618	BAD	 1676 1710
1621	BAD	 1680 1712
1624	BAD	 1684 1685 1821
1628	BAD	 1686 1687 1826
1632	BAD	 1688 1689 1831
1636	BAD	 1690 1691 1836
1640	BAD	 1692 1693 1841
1644	BAD	 1694 1695 1846
1648	BAD	 1696 1697 1851
1652	BAD	 1698 1699 1856
1656	BAD	 1700 1701 1861
1660	BAD	 1702 1703 1866
1664	BAD	 1704 1705 1871
1668	BAD	 1706 1707 1876
1672	BAD	 1708 1709 1881
1676	BAD	 1710 1711 1886
1680	BAD	 1712 1713 1891
1684	BAD	 1714
1685	BAD	 1714
1686	BAD	 1717
1687	BAD	 1717
1688	BAD	 1720
1689	BAD	 1720
1690	BAD	 1723
1691	BAD	 1723
1692	BAD	 1726
1693	BAD	 1726
1694	BAD	 1729
1695	BAD	 1729
1696	BAD	 1732
1697	BAD	 1732
1698	BAD	 1735
1699	BAD	 1735
1700	BAD	 1738
1701	BAD	 1738
1702	BAD	 1741
1703	BAD	 1741
1704	BAD	 1744
1705	BAD	 1744
1706	BAD	 1747
1707	BAD	 1747
1708	BAD	 1750
1709	BAD	 1750
1710	BAD	 1753
1711	BAD	 1753
1712	BAD	 1756
1713	BAD	 1756
1714	BAD	 1759 1819
1717	BAD	 1763 1824
1720	BAD	 1767 1829
1723	BAD	 1771 1834
1726	BAD	 1775 1839
1729	BAD	 1779 1844
1732	BAD	 1783 1849
1735	BAD	 1787 1854
1738	BAD	 1791 1859
1741	BAD	 1795 1864
1744	BAD	 1799 1869
1747	BAD	 1803 1874
1750	BAD	 1807 1879
1753	BAD	 1811 1884
1756	BAD	 1815 1889
1759	BAD	 1819 1820 1821
1763	BAD	 1824 1825 1826
1767	BAD	 1829 1830 1831
1771	BAD	 1834 1835 1836
1775	BAD	 1839 1840 1841
1779	BAD	 1844 1845 1846
1783	BAD	 1849 1850 1851
1787	BAD	 1854 1855 1856
1791	BAD	 1859 1860 1861
1795	BAD	 1864 1865 1866
1799	BAD	 1869 1870 1871
1803	BAD	 1874 1875 1876
1807	BAD	 1879 1880 1881
1811	BAD	 1884 1885 1886
1815	BAD	 1889 1890 1891
1819	BAD	 1894
1820	BAD	 1894
1821	BAD	 1897 1946
1824	BAD	 1901
1825	BAD	 1901
1826	BAD	 1947 2005
1829	BAD	 1902
1830	BAD	 1902
1831	BAD	 1951 2007
1834	BAD	 1905
1835	BAD	 1905
1836	BAD	 1955 2009
1839	BAD	 1908
1840	BAD	 1908
1841	BAD	 1959 2011
1844	BAD	 1911
1845	BAD	 1911
1846	BAD	 1963 2013
1849	BAD	 1914
1850	BAD	 1914
1851	BAD	 1967 2015
1854	BAD	 1917
1855	BAD	 1917
1856	BAD	 1971 2017
1859	BAD	 1920
1860	BAD	 1920
1861	BAD	 1975 2019
1864	BAD	 1923
1865	BAD	 1923
1866	BAD	 1979 2021
1869	BAD	 1926
1870	BAD	 1926
1871	BAD	 1983 2023
1874	BAD	 1929
1875	BAD	 1929
1876	BAD	 1987 2025
1879	BAD	 1932
1880	BAD	 1932
1881	BAD	 1991 2027
1884	BAD	 1935
1885	BAD	 1935
1886	BAD	 1995 2029
1889	BAD	 1938
1890	BAD	 1938
1891	BAD	 1941 2000
1894	BAD	 1941 1999
1897	BAD	 1945 1946 2082
1901	BAD	 6291
1902	BAD	 1947 2004
1905	BAD	 1951 2006
1908	BAD	 1955 2008
1911	BAD	 1959 2010
1914	BAD	 1963 2012
1917	BAD	 1967 2014
1920	BAD	 1971 2016
1923	BAD	 1975 2018
1926	BAD	 1979 2020
1929	BAD	 1983 2022
1932	BAD	 1987 2024
1935	BAD	 1991 2026
1938	BAD	 1995 2028
1941	BAD	 1999 2000 2139
1945	BAD	 2001
1946	BAD	 2001
1947	BAD	 2004 2005 2151
1951	BAD	 2006 2007 2156
1955	BAD	 2008 2009 2161
1959	BAD	 2010 2011 2166
1963	BAD	 2012 2013 2171
1967	BAD	 2014 2015 2176
1971	BAD	 2016 2017 2181
1975	BAD	 2018 2019 2186
1979	BAD	 2020 2021 2191
1983	BAD	 2022 2023 2196
1987	BAD	 2024 2025 2201
1991	BAD	 2026 2027 2206
1995	BAD	 2028 2029 2211
1999	BAD	 2030
2000	BAD	 2030
2001	BAD	 2033 2080
2004	BAD	 2037
2005	BAD	 2037
2006	BAD	 2040
2007	BAD	 2040
2008	BAD	 2043
2009	BAD	 2043
2010	BAD	 2046
2011	BAD	 2046
2012	BAD	 2049
2013	BAD	 2049
2014	BAD	 2052
2015	BAD	 2052
2016	BAD	 2055
2017	BAD	 2055
2018	BAD	 2058
2019	BAD	 2058
2020	BAD	 2061
2021	BAD	 2061
2022	BAD	 2064
2023	BAD	 2064
2024	BAD	 2067
2025	BAD	 2067
2026	BAD	 2070
2027	BAD	 2070
2028	BAD	 2073
2029	BAD	 2073
2030	BAD	 2076 2137
2033	BAD	 2080 2081 2082
2037	BAD	 2085 2149
2040	BAD	 2089 2154
2043	BAD	 2093 2159
2046	BAD	 2097 2164
2049	BAD	 2101 2169
2052	BAD	 2105 2174
2055	BAD	 2109 2179
2058	BAD	 2113 2184
2061	BAD	 2117 2189
2064	BAD	 2121 2194
2067	BAD	 2125 2199
2070	BAD	 2129 2204
2073	BAD	 2133 2209
2076	BAD	 2137 2138 2139
2080	BAD	 2142
2081	BAD	 2142
2082	BAD	 2145 2222
2085	BAD	 2149 2150 2151
2089	BAD	 2154 2155 2156
2093	BAD	 2159 2160 2161
2097	BAD	 2164 2165 2166
2101	BAD	 2169 2170 2171
2105	BAD	 2174 2175 2176
2109	BAD	 2179 2180 2181
2113	BAD	 2184 2185 2186
2117	BAD	 2189 2190 2191
2121	BAD	 2194 2195 2196
2125	BAD	 2199 2200 2201
2129	BAD	 2204 2205 2206
2133	BAD	 2209 2210 2211
2137	BAD	 2214
2138	BAD	 2214
2139	BAD	 2217 2265
2142	BAD	 2217 2264
2145	BAD	 2221 2222 2359
2149	BAD	 2223
2150	BAD	 2223
2151	BAD	 2269 2327
2154	BAD	 2224
2155	BAD	 2224
2156	BAD	 2273 2329
2159	BAD	 2227
2160	BAD	 2227
2161	BAD	 2277 2331
2164	BAD	 2230
2165	BAD	 2230
2166	BAD	 2281 2333
2169	BAD	 2233
2170	BAD	 2233
2171	BAD	 2285 2335
2174	BAD	 2236
2175	BAD	 2236
2176	BAD	 2289 2337
2179	BAD	 2239
2180	BAD	 2239
2181	BAD	 2293 2339
2184	BAD	 2242
2185	BAD	 2242
2186	BAD	 2297 2341
2189	BAD	 2245
2190	BAD	 2245
2191	BAD	 2301 2343
2194	BAD	 2248
2195	BAD	 2248
2196	BAD	 2305 2345
2199	BAD	 2251
2200	BAD	 2251
2201	BAD	 2309 2347
2204	BAD	 2254
2205	BAD	 2254
2206	BAD	 2313 2349
2209	BAD	 2257
2210	BAD	 2257
2211	BAD	 2260 2318
2214	BAD	 2260 2317
2217	BAD	 2264 2265 2404
2221	BAD	 2266
2222	BAD	 2266
2223	BAD	 6292
2224	BAD	 2269 2326
2227	BAD	 2273 2328
2230	BAD	 2277 2330
2233	BAD	 2281 2332
2236	BAD	 2285 2334
2239	BAD	 2289 2336
2242	BAD	 2293 2338
2245	BAD	 2297 2340
2248	BAD	 2301 2342
2251	BAD	 2305 2344
2254	BAD	 2309 2346
2257	BAD	 2313 2348
2260	BAD	 2317 2318 2464
2264	BAD	 2319
2265	BAD	 2319
2266	BAD	 2322 2357
2269	BAD	 2326 2327 2478
2273	BAD	 2328 2329 2483
2277	BAD	 2330 2331 2488
2281	BAD	 2332 2333 2493
2285	BAD	 2334 2335 2498
2289	BAD	 2336 2337 2503
2293	BAD	 2338 2339 2508
2297	BAD	 2340 2341 2513
2301	BAD	 2342 2343 2518
2305	BAD	 2344 2345 2523
2309	BAD	 2346 2347 2528
2313	BAD	 2348 2349 2533
2317	BAD	 2350
2318	BAD	 2350
2319	BAD	 2353 2402
2322	BAD	 2357 2358 2359
2326	BAD	 2362
2327	BAD	 2362
2328	BAD	 2365
2329	BAD	 2365
2330	BAD	 2368
2331	BAD	 2368
2332	BAD	 2371
2333	BAD	 2371
2334	BAD	 2374
2335	BAD	 2374
2336	BAD	 2377
2337	BAD	 2377
2338	BAD	 2380
2339	BAD	 2380
2340	BAD	 2383
2341	BAD	 2383
2342	BAD	 2386
2343	BAD	 2386
2344	BAD	 2389
2345	BAD	 2389
2346	BAD	 2392
2347	BAD	 2392
2348	BAD	 2395
2349	BAD	 2395
2350	BAD	 2398 2462
2353	BAD	 2402 2403 2404
2357	BAD	 2407
2358	BAD	 2407
2359	BAD	 2410 2475
2362	BAD	 2414 2476
2365	BAD	 2418 2481
2368	BAD	 2422 2486
2371	BAD	 2426 2491
2374	BAD	 2430 2496
2377	BAD	 2434 2501
2380	BAD	 2438 2506
2383	BAD	 2442 2511
2386	BAD	 2446 2516
2389	BAD	 2450 2521
2392	BAD	 2454 2526
2395	BAD	 2458 2531
2398	BAD	 2462 2463 2464
2402	BAD	 2467
2403	BAD	 2467
2404	BAD	 2470 2544
2407	BAD	 2470 2543
2410	BAD	 2474 2475 2650
2414	BAD	 2476 2477 2478
2418	BAD	 2481 2482 2483
2422	BAD	 2486 2487 2488
2426	BAD	 2491 2492 2493
2430	BAD	 2496 2497 2498
2434	BAD	 2501 2502 2503
2438	BAD	 2506 2507 2508
2442	BAD	 2511 2512 2513
2446	BAD	 2516 2517 2518
2450	BAD	 2521 2522 2523
2454	BAD	 2526 2527 2528
2458	BAD	 2531 2532 2533
2462	BAD	 2536
2463	BAD	 2536
2464	BAD	 2539 2587
2467	BAD	 2539 2586
2470	BAD	 2543 2544 2684
2474	BAD	 2545
2475	BAD	 2545
2476	BAD	 2548
2477	BAD	 2548
2478	BAD	 2595 2654
2481	BAD	 2549
2482	BAD	 2549
2483	BAD	 2599 2656
2486	BAD	 2552
2487	BAD	 2552
2488	BAD	 2603 2658
2491	BAD	 2555
2492	BAD	 2555
2493	BAD	 2607 2660
2496	BAD	 2558
2497	BAD	 2558
2498	BAD	 2611 2662
2501	BAD	 2561
2502	BAD	 2561
2503	BAD	 2615 2664
2506	BAD	 2564
2507	BAD	 2564
2508	BAD	 2619 2666
2511	BAD	 2567
2512	BAD	 2567
2513	BAD	 2623 2668
2516	BAD	 2570
2517	BAD	 2570
2518	BAD	 2627 2670
2521	BAD	 2573
2522	BAD	 2573
2523	BAD	 2631 2672
2526	BAD	 2576
2527	BAD	 2576
2528	BAD	 2635 2674
2531	BAD	 2579
2532	BAD	 2579
2533	BAD	 2582 2640
2536	BAD	 2582 2639
2539	BAD	 2586 2587 2733
2543	BAD	 2588
2544	BAD	 2588
2545	BAD	 2591 2648
2548	BAD	 6293
2549	BAD	 2595 2653
2552	BAD	 2599 2655
2555	BAD	 2603 2657
2558	BAD	 2607 2659
2561	BAD	 2611 2661
2564	BAD	 2615 2663
2567	BAD	 2619 2665
2570	BAD	 2623 2667
2573	BAD	 2627 2669
2576	BAD	 2631 2671
2579	BAD	 2635 2673
2582	BAD	 2639 2640 2791
2586	BAD	 2641
2587	BAD	 2641
2588	BAD	 2644 2682
2591	BAD	 2648 2649 2650
2595	BAD	 2653 2654 2808
2599	BAD	 2655 2656 2813
2603	BAD	 2657 2658 2818
2607	BAD	 2659 2660 2823
2611	BAD	 2661 2662 2828
2615	BAD	 2663 2664 2833
2619	BAD	 2665 2666 2838
2623	BAD	 2667 2668 2843
2627	BAD	 2669 2670 2848
2631	BAD	 2671 2672 2853
2635	BAD	 2673 2674 2858
2639	BAD	 2675
2640	BAD	 2675
2641	BAD	 2678 2731
2644	BAD	 2682 2683 2684
2648	BAD	 2687
2649	BAD	 2687
2650	BAD	 2690 2744
2653	BAD	 2694
2654	BAD	 2694
2655	BAD	 2697
2656	BAD	 2697
2657	BAD	 2700
2658	BAD	 2700
2659	BAD	 2703
2660	BAD	 2703
2661	BAD	 2706
2662	BAD	 2706
2663	BAD	 2709
2664	BAD	 2709
2665	BAD	 2712
2666	BAD	 2712
2667	BAD	 2715
2668	BAD	 2715
2669	BAD	 2718
2670	BAD	 2718
2671	BAD	 2721
2672	BAD	 2721
2673	BAD	 2724
2674	BAD	 2724
2675	BAD	 2727 2789
2678	BAD	 2731 2732 2733
2682	BAD	 2736
2683	BAD	 2736
2684	BAD	 2739 2802
2687	BAD	 2739 2801
2690	BAD	 2743 2744 2923
2694	BAD	 2745 2806
2697	BAD	 2749 2811
2700	BAD	 2753 2816
2703	BAD	 2757 2821
2706	BAD	 2761 2826
2709	BAD	 2765 2831
2712	BAD	 2769 2836
2715	BAD	 2773 2841
2718	BAD	 2777 2846
2721	BAD	 2781 2851
2724	BAD	 2785 2856
2727	BAD	 2789 2790 2791
2731	BAD	 2794
2732	BAD	 2794
2733	BAD	 2797 2869
2736	BAD	 2797 2868
2739	BAD	 2801 2802 2977
2743	BAD	 2803
2744	BAD	 2803
2745	BAD	 2806 2807 2808
2749	BAD	 2811 2812 2813
2753	BAD	 2816 2817 2818
2757	BAD	 2821 2822 2823
2761	BAD	 2826 2827 2828
2765	BAD	 2831 2832 2833
2769	BAD	 2836 2837 2838
2773	BAD	 2841 2842 2843
2777	BAD	 2846 2847 2848
2781	BAD	 2851 2852 2853
2785	BAD	 2856 2857 2858
2789	BAD	 2861
2790	BAD	 2861
2791	BAD	 2864 2913
2794	BAD	 2864 2912
2797	BAD	 2868 2869 3016
2801	BAD	 2870
2802	BAD	 2870
2803	BAD	 2873 2921
2806	BAD	 2877
2807	BAD	 2877
2808	BAD	 2926 2988
2811	BAD	 2878
2812	BAD	 2878
2813	BAD	 2930 2990
2816	BAD	 2881
2817	BAD	 2881
2818	BAD	 2934 2992
2821	BAD	 2884
2822	BAD	 2884
2823	BAD	 2938 2994
2826	BAD	 2887
2827	BAD	 2887
2828	BAD	 2942 2996
2831	BAD	 2890
2832	BAD	 2890
2833	BAD	 2946 2998
2836	BAD	 2893
2837	BAD	 2893
2838	BAD	 2950 3000
2841	BAD	 2896
2842	BAD	 2896
2843	BAD	 2954 3002
2846	BAD	 2899
2847	BAD	 2899
2848	BAD	 2958 3004
2851	BAD	 2902
2852	BAD	 2902
2853	BAD	 2962 3006
2856	BAD	 2905
2857	BAD	 2905
2858	BAD	 2908 2967
2861	BAD	 2908 2966
2864	BAD	 2912 2913 3064
2868	BAD	 2914
2869	BAD	 2914
2870	BAD	 2917 2975
2873	BAD	 2921 2922 2923
2877	BAD	 6294
2878	BAD	 2926 2987
2881	BAD	 2930 2989
2884	BAD	 2934 2991
2887	BAD	 2938 2993
2890	BAD	 2942 2995
2893	BAD	 2946 2997
2896	BAD	 2950 2999
2899	BAD	 2954 3001
2902	BAD	 2958 3003
2905	BAD	 2962 3005
2908	BAD	 2966 2967 3121
2912	BAD	 2968
2913	BAD	 2968
2914	BAD	 2971 3014
2917	BAD	 2975 2976 2977
2921	BAD	 2980
2922	BAD	 2980
2923	BAD	 2983 3027
2926	BAD	 2987 2988 3142
2930	BAD	 2989 2990 3147
2934	BAD	 2991 2992 3152
2938	BAD	 2993 2994 3157
2942	BAD	 2995 2996 3162
