ISC file: c499.isc

Gate	Type	Fanout
269	137	1
270	137	1
271	137	1
272	137	1
273	137	1
250	0	0
250	0	1
251	0	0
251	0	1
252	0	0
252	0	1
253	0	0
253	0	1
254	0	0
254	0	1
255	0	0
255	0	1
256	0	0
256	0	1
257	0	0
257	0	1
258	0	0
258	0	1
259	0	0
259	0	1
260	0	0
260	0	1
261	0	0
261	0	1
262	0	0
262	0	1
263	0	0
263	0	1
264	0	0
264	0	1
265	0	0
265	0	1
266	0	0
266	0	1
267	0	0
267	0	1
268	0	0
268	0	1
269	0	0
269	0	1
270	0	0
270	0	1
271	0	0
271	0	1
272	0	0
272	0	1
273	0	0
273	0	1
274	0	0
274	0	1
275	0	0
275	0	1
276	0	0
276	0	1
277	0	0
277	0	1
278	0	0
278	0	1
279	0	0
279	0	1
280	0	0
280	0	1
281	0	0
281	0	1
282	0	0
282	0	1
283	0	0
283	0	1
284	0	0
284	0	1
285	0	0
285	0	1
286	0	0
286	0	1
287	0	0
287	0	1
288	0	0
288	0	1
289	0	0
289	0	1
290	0	0
290	0	1
338	290	0
340	290	0
293	0	0
293	0	1
338	293	0
341	293	0
296	0	0
296	0	1
339	296	0
340	296	0
299	0	0
299	0	1
339	299	0
341	299	0
302	0	0
302	0	1
342	302	0
344	302	0
305	0	0
305	0	1
342	305	0
345	305	0
308	0	0
308	0	1
343	308	0
344	308	0
311	0	0
311	0	1
343	311	0
345	311	0
314	0	0
314	0	1
315	0	0
315	0	1
316	0	0
316	0	1
317	0	0
317	0	1
318	0	0
318	0	1
319	0	0
319	0	1
320	0	0
320	0	1
321	0	0
321	0	1
338	0	0
338	0	1
339	0	0
339	0	1
340	0	0
340	0	1
341	0	0
341	0	1
342	0	0
342	0	1
343	0	0
343	0	1
344	0	0
344	0	1
345	0	0
345	0	1
346	0	0
346	0	1
347	0	0
347	0	1
348	0	0
348	0	1
349	0	0
349	0	1
350	0	0
350	0	1
351	0	0
351	0	1
352	0	0
352	0	1
353	0	0
353	0	1
354	0	0
354	0	1
597	354	1
640	354	1
645	354	1
692	354	1
696	354	1
700	354	1
704	354	1
367	0	0
367	0	1
596	367	1
650	367	1
655	367	1
693	367	1
697	367	1
701	367	1
705	367	1
380	0	0
380	0	1
595	380	1
640	380	1
650	380	1
694	380	1
698	380	1
702	380	1
706	380	1
393	0	0
393	0	1
594	393	1
645	393	1
655	393	1
695	393	1
699	393	1
703	393	1
707	393	1
406	0	0
406	0	1
601	406	1
620	406	1
625	406	1
708	406	1
712	406	1
716	406	1
720	406	1
419	0	0
419	0	1
600	419	1
630	419	1
635	419	1
709	419	1
713	419	1
717	419	1
721	419	1
432	0	0
432	0	1
599	432	1
620	432	1
630	432	1
710	432	1
714	432	1
718	432	1
722	432	1
445	0	0
445	0	1
598	445	1
625	445	1
635	445	1
711	445	1
715	445	1
719	445	1
723	445	1
554	0	1
555	0	1
556	0	1
557	0	1
558	0	1
559	0	1
560	0	1
561	0	1
562	0	1
563	0	1
564	0	1
565	0	1
566	0	1
567	0	1
568	0	1
569	0	1
570	0	1
571	0	1
572	0	1
573	0	1
574	0	1
575	0	1
576	0	1
577	0	1
578	0	1
579	0	1
580	0	1
581	0	1
582	0	1
583	0	1
584	0	1
585	0	1
586	0	1
587	0	1
588	0	1
589	0	1
590	0	1
591	0	1
592	0	1
593	0	1
594	0	0
595	0	0
596	0	0
597	0	0
598	0	0
599	0	0
600	0	0
601	0	0
602	0	0
602	0	1
620	602	1
625	602	1
630	602	1
635	602	1
607	0	0
607	0	1
640	607	1
645	607	1
650	607	1
655	607	1
620	0	0
620	0	1
692	620	1
693	620	1
694	620	1
695	620	1
625	0	0
625	0	1
696	625	1
697	625	1
698	625	1
699	625	1
630	0	0
630	0	1
700	630	1
701	630	1
702	630	1
703	630	1
635	0	0
635	0	1
704	635	1
705	635	1
706	635	1
707	635	1
640	0	0
640	0	1
708	640	1
709	640	1
710	640	1
711	640	1
645	0	0
645	0	1
712	645	1
713	645	1
714	645	1
715	645	1
650	0	0
650	0	1
716	650	1
717	650	1
718	650	1
719	650	1
655	0	0
655	0	1
720	655	1
721	655	1
722	655	1
723	655	1
692	0	0
692	0	1
693	0	0
693	0	1
694	0	0
694	0	1
695	0	0
695	0	1
696	0	0
696	0	1
697	0	0
697	0	1
698	0	0
698	0	1
699	0	0
699	0	1
700	0	0
700	0	1
701	0	0
701	0	1
702	0	0
702	0	1
703	0	0
703	0	1
704	0	0
704	0	1
705	0	0
705	0	1
706	0	0
706	0	1
707	0	0
707	0	1
708	0	0
708	0	1
709	0	0
709	0	1
710	0	0
710	0	1
711	0	0
711	0	1
712	0	0
712	0	1
713	0	0
713	0	1
714	0	0
714	0	1
715	0	0
715	0	1
716	0	0
716	0	1
717	0	0
717	0	1
718	0	0
718	0	1
719	0	0
719	0	1
720	0	0
720	0	1
721	0	0
721	0	1
722	0	0
722	0	1
723	0	0
723	0	1
724	0	0
724	0	1
725	0	0
725	0	1
726	0	0
726	0	1
727	0	0
727	0	1
728	0	0
728	0	1
729	0	0
729	0	1
730	0	0
730	0	1
731	0	0
731	0	1
732	0	0
732	0	1
733	0	0
733	0	1
734	0	0
734	0	1
735	0	0
735	0	1
736	0	0
736	0	1
737	0	0
737	0	1
738	0	0
738	0	1
739	0	0
739	0	1
740	0	0
740	0	1
741	0	0
741	0	1
742	0	0
742	0	1
743	0	0
743	0	1
744	0	0
744	0	1
745	0	0
745	0	1
746	0	0
746	0	1
747	0	0
747	0	1
748	0	0
748	0	1
749	0	0
749	0	1
750	0	0
750	0	1
751	0	0
751	0	1
752	0	0
752	0	1
753	0	0
753	0	1
754	0	0
754	0	1
755	0	0
755	0	1

Circuit processing completed. c499.isc

ISC file: c499.isc

Gate	Type	Fanout
1	PI	 724 274 250
5	PI	 725 276 250
9	PI	 726 278 251
13	PI	 727 280 251
17	PI	 728 274 252
21	PI	 729 276 252
25	PI	 730 278 253
29	PI	 731 280 253
33	PI	 732 275 254
37	PI	 733 277 254
41	PI	 734 279 255
45	PI	 735 281 255
49	PI	 736 275 256
53	PI	 737 277 256
57	PI	 738 279 257
61	PI	 739 281 257
65	PI	 740 282 258
69	PI	 741 284 258
73	PI	 742 286 259
77	PI	 743 288 259
81	PI	 744 282 260
85	PI	 745 284 260
89	PI	 746 286 261
93	PI	 747 288 261
97	PI	 748 283 262
101	PI	 749 285 262
105	PI	 750 287 263
109	PI	 751 289 263
113	PI	 752 283 264
117	PI	 753 285 264
121	PI	 754 287 265
125	PI	 755 289 265
129	PI	 266
130	PI	 267
131	PI	 268
132	PI	 269
133	PI	 270
134	PI	 271
135	PI	 272
136	PI	 273
137	PI	 273 272 271 270 269 268 267 266
250	XOR	 290
251	XOR	 290
252	XOR	 293
253	XOR	 293
254	XOR	 296
255	XOR	 296
256	XOR	 299
257	XOR	 299
258	XOR	 302
259	XOR	 302
260	XOR	 305
261	XOR	 305
262	XOR	 308
263	XOR	 308
264	XOR	 311
265	XOR	 311
266	AND	 346
267	AND	 347
268	AND	 348
269	AND	 349
270	AND	 350
271	AND	 351
272	AND	 352
273	AND	 353
274	XOR	 314
275	XOR	 314
276	XOR	 315
277	XOR	 315
278	XOR	 316
279	XOR	 316
280	XOR	 317
281	XOR	 317
282	XOR	 318
283	XOR	 318
284	XOR	 319
285	XOR	 319
286	XOR	 320
287	XOR	 320
288	XOR	 321
289	XOR	 321
290	XOR	 340 338
293	XOR	 341 338
296	XOR	 340 339
299	XOR	 341 339
302	XOR	 344 342
305	XOR	 345 342
308	XOR	 344 343
311	XOR	 345 343
314	XOR	 354
315	XOR	 367
316	XOR	 380
317	XOR	 393
318	XOR	 406
319	XOR	 419
320	XOR	 432
321	XOR	 445
338	XOR	 350
339	XOR	 351
340	XOR	 352
341	XOR	 353
342	XOR	 346
343	XOR	 347
344	XOR	 348
345	XOR	 349
346	XOR	 354
347	XOR	 367
348	XOR	 380
349	XOR	 393
350	XOR	 406
351	XOR	 419
352	XOR	 432
353	XOR	 445
354	XOR	 704 700 696 692 645 640 597 592 590 560 557 554
367	XOR	 705 701 697 693 655 650 596 588 586 563 558 555
380	XOR	 706 702 698 694 650 640 595 593 589 564 561 556
393	XOR	 707 703 699 695 655 645 594 591 587 565 562 559
406	XOR	 720 716 712 708 625 620 601 580 577 574 572 570
419	XOR	 721 717 713 709 635 630 600 583 578 575 568 566
432	XOR	 722 718 714 710 630 620 599 584 581 576 573 569
445	XOR	 723 719 715 711 635 625 598 585 582 579 571 567
554	NOT	 594
555	NOT	 594
556	NOT	 594
557	NOT	 595
558	NOT	 595
559	NOT	 595
560	NOT	 596
561	NOT	 596
562	NOT	 596
563	NOT	 597
564	NOT	 597
565	NOT	 597
566	NOT	 620
567	NOT	 620
568	NOT	 625
569	NOT	 625
570	NOT	 630
571	NOT	 630
572	NOT	 635
573	NOT	 635
574	NOT	 598
575	NOT	 598
576	NOT	 598
577	NOT	 599
578	NOT	 599
579	NOT	 599
580	NOT	 600
581	NOT	 600
582	NOT	 600
583	NOT	 601
584	NOT	 601
585	NOT	 601
586	NOT	 640
587	NOT	 640
588	NOT	 645
589	NOT	 645
590	NOT	 650
591	NOT	 650
592	NOT	 655
593	NOT	 655
594	AND	 602
595	AND	 602
596	AND	 602
597	AND	 602
598	AND	 607
599	AND	 607
600	AND	 607
601	AND	 607
602	OR	 635 630 625 620
607	OR	 655 650 645 640
620	AND	 695 694 693 692
625	AND	 699 698 697 696
630	AND	 703 702 701 700
635	AND	 707 706 705 704
640	AND	 711 710 709 708
645	AND	 715 714 713 712
650	AND	 719 718 717 716
655	AND	 723 722 721 720
692	AND	 724
693	AND	 725
694	AND	 726
695	AND	 727
696	AND	 728
697	AND	 729
698	AND	 730
699	AND	 731
700	AND	 732
701	AND	 733
702	AND	 734
703	AND	 735
704	AND	 736
705	AND	 737
706	AND	 738
707	AND	 739
708	AND	 740
709	AND	 741
710	AND	 742
711	AND	 743
712	AND	 744
713	AND	 745
714	AND	 746
715	AND	 747
716	AND	 748
717	AND	 749
718	AND	 750
719	AND	 751
720	AND	 752
721	AND	 753
722	AND	 754
723	AND	 755
724	XOR	 756
725	XOR	 757
726	XOR	 758
727	XOR	 759
728	XOR	 760
729	XOR	 761
730	XOR	 762
731	XOR	 763
732	XOR	 764
733	XOR	 765
734	XOR	 766
735	XOR	 767
736	XOR	 768
737	XOR	 769
738	XOR	 770
739	XOR	 771
740	XOR	 772
741	XOR	 773
742	XOR	 774
743	XOR	 775
744	XOR	 776
745	XOR	 777
746	XOR	 778
747	XOR	 779
748	XOR	 780
749	XOR	 781
750	XOR	 782
751	XOR	 783
752	XOR	 784
753	XOR	 785
754	XOR	 786
755	XOR	 787
756	PO	
757	PO	
758	PO	
759	PO	
760	PO	
761	PO	
762	PO	
763	PO	
764	PO	
765	PO	
766	PO	
767	PO	
768	PO	
769	PO	
770	PO	
771	PO	
772	PO	
773	PO	
774	PO	
775	PO	
776	PO	
777	PO	
778	PO	
779	PO	
780	PO	
781	PO	
782	PO	
783	PO	
784	PO	
785	PO	
786	PO	
787	PO	

Gate1	Gate2	Fault
1	0	0
1	0	1
250	1	0
274	1	0
724	1	0
5	0	0
5	0	1
250	5	0
276	5	0
725	5	0
9	0	0
9	0	1
251	9	0
278	9	0
726	9	0
13	0	0
13	0	1
251	13	0
280	13	0
727	13	0
17	0	0
17	0	1
252	17	0
274	17	0
728	17	0
21	0	0
21	0	1
252	21	0
276	21	0
729	21	0
25	0	0
25	0	1
253	25	0
278	25	0
730	25	0
29	0	0
29	0	1
253	29	0
280	29	0
731	29	0
33	0	0
33	0	1
254	33	0
275	33	0
732	33	0
37	0	0
37	0	1
254	37	0
277	37	0
733	37	0
41	0	0
41	0	1
255	41	0
279	41	0
734	41	0
45	0	0
45	0	1
255	45	0
281	45	0
735	45	0
49	0	0
49	0	1
256	49	0
275	49	0
736	49	0
53	0	0
53	0	1
256	53	0
277	53	0
737	53	0
57	0	0
57	0	1
257	57	0
279	57	0
738	57	0
61	0	0
61	0	1
257	61	0
281	61	0
739	61	0
65	0	0
65	0	1
258	65	0
282	65	0
740	65	0
69	0	0
69	0	1
258	69	0
284	69	0
741	69	0
73	0	0
73	0	1
259	73	0
286	73	0
742	73	0
77	0	0
77	0	1
259	77	0
288	77	0
743	77	0
81	0	0
81	0	1
260	81	0
282	81	0
744	81	0
85	0	0
85	0	1
260	85	0
284	85	0
745	85	0
89	0	0
89	0	1
261	89	0
286	89	0
746	89	0
93	0	0
93	0	1
261	93	0
288	93	0
747	93	0
97	0	0
97	0	1
262	97	0
283	97	0
748	97	0
101	0	0
101	0	1
262	101	0
285	101	0
749	101	0
105	0	0
105	0	1
263	105	0
287	105	0
750	105	0
109	0	0
109	0	1
263	109	0
289	109	0
751	109	0
113	0	0
113	0	1
264	113	0
283	113	0
752	113	0
117	0	0
117	0	1
264	117	0
285	117	0
753	117	0
121	0	0
121	0	1
265	121	0
287	121	0
754	121	0
125	0	0
125	0	1
265	125	0
289	125	0
755	125	0
129	0	1
130	0	1
131	0	1
132	0	1
133	0	1
134	0	1
135	0	1
136	0	1
137	0	0
137	0	1
266	137	1
267	137	1
268	137	1
269	137	1
270	137	1
271	137	1
272	137	1
273	137	1
250	0	0
250	0	1
251	0	0
251	0	1
252	0	0
252	0	1
253	0	0
253	0	1
254	0	0
254	0	1
255	0	0
255	0	1
256	0	0
256	0	1
257	0	0
257	0	1
258	0	0
258	0	1
259	0	0
259	0	1
260	0	0
260	0	1
261	0	0
261	0	1
262	0	0
262	0	1
263	0	0
263	0	1
264	0	0
264	0	1
265	0	0
265	0	1
266	0	0
266	0	1
267	0	0
267	0	1
268	0	0
268	0	1
269	0	0
269	0	1
270	0	0
270	0	1
271	0	0
271	0	1
272	0	0
272	0	1
273	0	0
273	0	1
274	0	0
274	0	1
275	0	0
275	0	1
276	0	0
276	0	1
277	0	0
277	0	1
278	0	0
278	0	1
279	0	0
279	0	1
280	0	0
280	0	1
281	0	0
281	0	1
282	0	0
282	0	1
283	0	0
283	0	1
284	0	0
284	0	1
285	0	0
285	0	1
286	0	0
286	0	1
287	0	0
287	0	1
288	0	0
288	0	1
289	0	0
289	0	1
290	0	0
290	0	1
338	290	0
340	290	0
293	0	0
293	0	1
338	293	0
341	293	0
296	0	0
296	0	1
339	296	0
340	296	0
299	0	0
299	0	1
339	299	0
341	299	0
302	0	0
302	0	1
342	302	0
344	302	0
305	0	0
305	0	1
342	305	0
345	305	0
308	0	0
308	0	1
343	308	0
344	308	0
311	0	0
311	0	1
343	311	0
345	311	0
314	0	0
314	0	1
315	0	0
315	0	1
316	0	0
316	0	1
317	0	0
317	0	1
318	0	0
318	0	1
319	0	0
319	0	1
320	0	0
320	0	1
321	0	0
321	0	1
338	0	0
338	0	1
339	0	0
339	0	1
340	0	0
340	0	1
341	0	0
341	0	1
342	0	0
342	0	1
343	0	0
343	0	1
344	0	0
344	0	1
345	0	0
345	0	1
346	0	0
346	0	1
347	0	0
347	0	1
348	0	0
348	0	1
349	0	0
349	0	1
350	0	0
350	0	1
351	0	0
351	0	1
352	0	0
352	0	1
353	0	0
353	0	1
354	0	0
354	0	1
597	354	1
640	354	1
645	354	1
692	354	1
696	354	1
700	354	1
704	354	1
367	0	0
367	0	1
596	367	1
650	367	1
655	367	1
693	367	1
697	367	1
701	367	1
705	367	1
380	0	0
380	0	1
595	380	1
640	380	1
650	380	1
694	380	1
698	380	1
702	380	1
706	380	1
393	0	0
393	0	1
594	393	1
645	393	1
655	393	1
695	393	1
699	393	1
703	393	1
707	393	1
406	0	0
406	0	1
601	406	1
620	406	1
625	406	1
708	406	1
712	406	1
716	406	1
720	406	1
419	0	0
419	0	1
600	419	1
630	419	1
635	419	1
709	419	1
713	419	1
717	419	1
721	419	1
432	0	0
432	0	1
599	432	1
620	432	1
630	432	1
710	432	1
714	432	1
718	432	1
722	432	1
445	0	0
445	0	1
598	445	1
625	445	1
635	445	1
711	445	1
715	445	1
719	445	1
723	445	1
554	0	1
555	0	1
556	0	1
557	0	1
558	0	1
559	0	1
560	0	1
561	0	1
562	0	1
563	0	1
564	0	1
565	0	1
566	0	1
567	0	1
568	0	1
569	0	1
570	0	1
571	0	1
572	0	1
573	0	1
574	0	1
575	0	1
576	0	1
577	0	1
578	0	1
579	0	1
580	0	1
581	0	1
582	0	1
583	0	1
584	0	1
585	0	1
586	0	1
587	0	1
588	0	1
589	0	1
590	0	1
591	0	1
592	0	1
593	0	1
594	0	0
595	0	0
596	0	0
597	0	0
598	0	0
599	0	0
600	0	0
601	0	0
602	0	0
602	0	1
620	602	1
625	602	1
630	602	1
635	602	1
607	0	0
607	0	1
640	607	1
645	607	1
650	607	1
655	607	1
620	0	0
620	0	1
692	620	1
693	620	1
694	620	1
695	620	1
625	0	0
625	0	1
696	625	1
697	625	1
698	625	1
699	625	1
630	0	0
630	0	1
700	630	1
701	630	1
702	630	1
703	630	1
635	0	0
635	0	1
704	635	1
705	635	1
706	635	1
707	635	1
640	0	0
640	0	1
708	640	1
709	640	1
710	640	1
711	640	1
645	0	0
645	0	1
712	645	1
713	645	1
714	645	1
715	645	1
650	0	0
650	0	1
716	650	1
717	650	1
718	650	1
719	650	1
655	0	0
655	0	1
720	655	1
721	655	1
722	655	1
723	655	1
692	0	0
692	0	1
693	0	0
693	0	1
694	0	0
694	0	1
695	0	0
695	0	1
696	0	0
696	0	1
697	0	0
697	0	1
698	0	0
698	0	1
699	0	0
699	0	1
700	0	0
700	0	1
701	0	0
701	0	1
702	0	0
702	0	1
703	0	0
703	0	1
704	0	0
704	0	1
705	0	0
705	0	1
706	0	0
706	0	1
707	0	0
707	0	1
708	0	0
708	0	1
709	0	0
709	0	1
710	0	0
710	0	1
711	0	0
711	0	1
712	0	0
712	0	1
713	0	0
713	0	1
714	0	0
714	0	1
715	0	0
715	0	1
716	0	0
716	0	1
717	0	0
717	0	1
718	0	0
718	0	1
719	0	0
719	0	1
720	0	0
720	0	1
721	0	0
721	0	1
722	0	0
722	0	1
723	0	0
723	0	1
724	0	0
724	0	1
725	0	0
725	0	1
726	0	0
726	0	1
727	0	0
727	0	1
728	0	0
728	0	1
729	0	0
729	0	1
730	0	0
730	0	1
731	0	0
731	0	1
732	0	0
732	0	1
733	0	0
733	0	1
734	0	0
734	0	1
735	0	0
735	0	1
736	0	0
736	0	1
737	0	0
737	0	1
738	0	0
738	0	1
739	0	0
739	0	1
740	0	0
740	0	1
741	0	0
741	0	1
742	0	0
742	0	1
743	0	0
743	0	1
744	0	0
744	0	1
745	0	0
745	0	1
746	0	0
746	0	1
747	0	0
747	0	1
748	0	0
748	0	1
749	0	0
749	0	1
750	0	0
750	0	1
751	0	0
751	0	1
752	0	0
752	0	1
753	0	0
753	0	1
754	0	0
754	0	1
755	0	0
755	0	1

Circuit processing completed. c499.isc

