ISC file: c3540.isc

Gate	Type	Fanout
913	NAND	 1202
914	NAND	 1202
915	NOT	 1197
916	NOT	 1219
917	BUF	 3383 1459
920	NOT	 1464 1461
923	BUF	 1464 1461
926	BUF	 1510 1259
929	BUF	 1509 1260
932	BUF	 1512 1261
935	BUF	 1511 1262
938	BUF	 1692 1467
941	BUF	 1691 1468
944	BUF	 1694 1469
947	BUF	 1693 1470
950	BUF	 2133 1474
953	BUF	 1960 1271
956	BUF	 1981 1339
959	BUF	 1961 1272
962	BUF	 1982 1344
965	BUF	 4515 1460
1067	AND	 1983
1117	OR	 1599 1598 1596 1595 1594 1593 1591 1590 1588 1587 1585 1584 1583 1582 1580 1579
1179	OR	 1821
1196	NOT	 1409
1197	OR	 2083 2078 2073 2068
1202	AND	 1904 1899 1894 1889 1884 1879 1874 1869 1680 1679 1678 1677 1676 1675 1674 1673
1219	OR	 2103 2098 2093 2088
1250	AND	 1505
1251	NAND	 1507
1252	NAND	 1507
1253	NAND	 1507
1254	NAND	 1507
1255	NAND	 1508
1256	NAND	 1508
1257	NAND	 1508
1258	NAND	 1508
1259	NOT	 1509
1260	NOT	 1510
1261	NOT	 1511
1262	NOT	 1512
1263	NAND	 1520
1264	NAND	 1735 1714
1267	NAND	 2148
1268	BUF	 1729 1726
1271	NOT	 1727
1272	NOT	 1730
1273	BUF	 2350 1736
1276	BUF	 1966 1737
1279	BUF	 1821 1756
1298	BUF	 1833 1824 1815
1302	BUF	 1818 1815 1761
1306	AND	 2431 2426 2421 2418 1888 1883 1878 1873
1315	AND	 2449 2444 2439 1908 1903 1898
1322	AND	 2436 1893
1325	AND	 1747 1738
1328	NAND	 2181 1768
1331	NAND	 2184 1770
1334	BUF	 2482 1769
1337	NAND	 1562
1338	NAND	 1581
1339	NOT	 1764
1340	AND	 1725 1722
1343	NAND	 1592
1344	NOT	 1766
1345	NOT	 1581
1346	NOT	 2486
1347	NOT	 1586
1348	NOT	 1589
1349	NOT	 1592
1350	NOT	 2487
1351	NOT	 1597
1352	NOT	 1600
1353	OR	 2206 2203 2194 2191
1358	BAD	 2200 2197 2188 2185
1363	BUF	 1806 1803
1366	NOT	 1812 1809
1369	BUF	 3552 3550 3548 3546 3544 3542 3540 1848 1847 1846 1845 1844 1843 1842
1384	BUF	 1864 1863 1862 1861 1860 1859 1858 1857 1856 1855 1854 1853 1852 1851 1850 1849
1401	NOT	 1643
1402	NOT	 1644
1403	NOT	 1645
1404	NOT	 1646
1405	NOT	 1647
1406	NOT	 1648
1407	NOT	 1649
1408	NOT	 1650
1409	OR	 1905 1904 1900 1899 1895 1894 1890 1889 1885 1884 1880 1879 1875 1874 1870 1869
1426	NOT	 1667
1427	NOT	 1670
1452	AND	 1926 1922 1917 1913 1912 1909
1459	NOT	 3194
1460	NOT	 4463
1461	OR	 5128 5114
1464	BAD	 5136 1930
1467	NOT	 1691
1468	NOT	 1692
1469	NOT	 1693
1470	NOT	 1694
1471	BUF	 1940 1939
1474	NOT	 1940
1475	BUF	 2135 1941
1478	BUF	 2134 1942
1481	BUF	 2137 1943
1484	BUF	 2136 1944
1487	BUF	 2139 1945
1490	BUF	 2138 1946
1493	BUF	 1728 1727
1496	BUF	 1765 1764
1499	BUF	 1731 1730
1502	BUF	 1767 1766
1505	NAND	 1713
1507	AND	 1721
1508	AND	 1721
1509	NAND	 1715
1510	NAND	 1715
1511	NAND	 1718
1512	NAND	 1718
1520	AND	 2758 2376 1966
1562	AND	 2744 2742 2740 2738 2736 2734 2732 2730 2128 2127 2126 2125 2124 2123 2122 2121
1579	NOT	 1787
1580	AND	 1788
1581	AND	 1986
1582	NOT	 1789
1583	AND	 1790
1584	NOT	 1791
1585	AND	 1792
1586	AND	 1987
1587	NOT	 1793
1588	AND	 1794
1589	AND	 1988
1590	NOT	 1795
1591	AND	 1796
1592	AND	 1989
1593	NOT	 1797
1594	AND	 1798
1595	NOT	 1799
1596	AND	 1800
1597	AND	 1990
1598	NOT	 1801
1599	AND	 1802
1600	AND	 1991
1643	AND	 2238
1644	AND	 2239
1645	AND	 2240
1646	AND	 2241
1647	AND	 2242
1648	AND	 2243
1649	AND	 2244
1650	AND	 2245
1667	AND	 2043 2038
1670	AND	 2057 2052
1673	NOT	 2270
1674	NOT	 3119
1675	NOT	 2277
1676	NOT	 2282
1677	NOT	 2287
1678	NOT	 3149
1679	NOT	 2294
1680	NOT	 2299
1691	NAND	 1933
1692	NAND	 1933
1693	NAND	 1936
1694	NAND	 1936
1713	NOT	 5362
1714	AND	 1947
1715	NAND	 2319 2313
1718	NAND	 2322 2316
1721	NAND	 2379
1722	AND	 2761 2148
1725	NAND	 2354
1726	NOT	 2348
1727	NAND	 2146
1728	NOT	 1960
1729	AND	 2478
1730	NAND	 2147
1731	NOT	 1961
1735	NAND	 2352
1736	NOT	 3387
1737	NOT	 3389
1738	NAND	 2157 2155 2154 2152 2150 2149 2144 2143
1747	NAND	 2157 2156 2154 2153 2151 2150 2145 2144
1756	NAND	 2184 2183 2181 2180
1761	NAND	 2175 2158
1764	NAND	 2178
1765	NOT	 1981
1766	NAND	 2179
1767	NOT	 1982
1768	NOT	 1983
1769	NOT	 4498
1770	NOT	 2764
1787	AND	 1986
1788	AND	 1986
1789	AND	 2768
1790	AND	 2768
1791	AND	 1987
1792	AND	 1987
1793	AND	 1988
1794	AND	 1988
1795	AND	 1989
1796	AND	 1989
1797	AND	 2769
1798	AND	 2769
1799	AND	 1990
1800	AND	 1990
1801	AND	 1991
1802	AND	 1991
1803	AND	 2206 2200
1806	AND	 2203 2197
1809	AND	 2194 2188
1812	AND	 2191 2185
1815	NAND	 2211 2209
1818	NAND	 2211 2210
1821	NAND	 2221 2212
1824	NAND	 2647 2645 2643 2641 2237 2236 2235 2234
1833	NAND	 2639 2637 2635 2633 2233 2232 2231 2230
1842	NOT	 3539
1843	NOT	 3541
1844	NOT	 3543
1845	NOT	 3545
1846	NOT	 3547
1847	NOT	 3549
1848	NOT	 3551
1849	NOT	 2022
1850	AND	 2023
1851	NOT	 2024
1852	AND	 2025
1853	NOT	 2026
1854	AND	 2027
1855	NOT	 2028
1856	AND	 2029
1857	NOT	 2030
1858	AND	 2031
1859	NOT	 2032
1860	AND	 2033
1861	NOT	 2034
1862	AND	 2035
1863	NOT	 2036
1864	AND	 2037
1869	AND	 2068
1870	BAD	 2652 2648
1873	NOT	 2417
1874	AND	 2073
1875	BAD	 3419 3415
1878	NOT	 2420
1879	AND	 2078
1880	BAD	 2666 2662
1883	NOT	 2425
1884	AND	 2083
1885	BAD	 2677 2673
1888	NOT	 2430
1889	AND	 2088
1890	BAD	 2688 2684
1893	NOT	 2435
1894	AND	 2093
1895	BAD	 3451 3447
1898	NOT	 2438
1899	AND	 2098
1900	BAD	 2706 2702
1903	NOT	 2443
1904	AND	 2103
1905	BAD	 2719 2715
1908	NOT	 2448
1909	AND	 3682 3172
1912	NAND	 3912
1913	AND	 3181 3178 3175
1917	NAND	 3916 3812 3809 2304
1922	AND	 3690 3187 3184
1926	NAND	 4091 3818 3815
1930	BUF	 2310 2307
1933	NAND	 2342 2141
1936	NAND	 2341 2142
1939	NOT	 2133
1940	NAND	 2325
1941	NOT	 2134
1942	NOT	 2135
1943	NOT	 2136
1944	NOT	 2137
1945	NOT	 2138
1946	NOT	 2139
1947	NOT	 5363
1960	NAND	 2146
1961	NAND	 2147
1966	AND	 3536
1981	NAND	 2178
1982	NAND	 2179
1983	AND	 2746 2745
1986	OR	 2270
1987	OR	 2277
1988	OR	 2282
1989	OR	 2287
1990	OR	 2294
1991	OR	 2299
2022	AND	 2238
2023	AND	 2238
2024	AND	 2239
2025	AND	 2239
2026	AND	 2240
2027	AND	 2240
2028	AND	 2241
2029	AND	 2241
2030	AND	 2242
2031	AND	 2242
2032	AND	 2243
2033	AND	 2243
2034	AND	 2244
2035	AND	 2244
2036	AND	 2245
2037	AND	 2245
2038	BUF	 2450 2445 2440 2437
2043	NOT	 2449 2448 2444 2443 2439 2438 2436 2435
2052	BUF	 2432 2427 2422 2419
2057	NOT	 2431 2430 2426 2425 2421 2420 2418 2417
2068	AND	 2652 2648
2073	AND	 3419 3415
2078	AND	 2666 2662
2083	AND	 2677 2673
2088	AND	 2688 2684
2093	AND	 3451 3447
2098	AND	 2706 2702
2103	AND	 2719 2715
2121	NOT	 4985
2122	NOT	 4831
2123	NOT	 4907
2124	NOT	 4794
2125	NOT	 4913
2126	NOT	 4838
2127	NOT	 4800
2128	NOT	 4647
2133	NAND	 2325
2134	NAND	 2328
2135	NAND	 2328
2136	NAND	 2331
2137	NAND	 2331
2138	NAND	 2334
2139	NAND	 2334
2141	NOT	 2341
2142	NOT	 2342
2143	NOT	 2980
2144	AND	 2347
2145	NOT	 3206
2146	NAND	 2348
2147	NAND	 2349
2148	AND	 2350
2149	NOT	 3388
2150	AND	 2351
2151	NOT	 3535
2152	NOT	 3632
2153	NOT	 2352
2154	AND	 2353
2155	NOT	 3633
2156	NOT	 2354
2157	AND	 2355
2158	BUF	 2744 2743 2742 2741 2740 2739 2738 2737 2736 2735 2734 2733 2732 2731 2730 2729
2175	BUF	 2482 2481
2178	NAND	 2374
2179	NAND	 2375
2180	NOT	 2376
2181	AND	 2379
2183	NOT	 2483
2184	AND	 4921
2185	NAND	 2560 2488
2188	NAND	 2569 2497
2191	NAND	 2578 2506
2194	NAND	 2587 2515
2197	NAND	 2596 2524
2200	NAND	 2605 2533
2203	NAND	 2614 2542
2206	NAND	 2623 2551
2209	NOT	 3537
2210	NOT	 3538
2211	AND	 2398
2212	BUF	 2639 2638 2637 2636 2635 2634 2633 2632
2221	BUF	 2647 2646 2645 2644 2643 2642 2641 2640
2230	NOT	 4189
2231	NOT	 4303
2232	NOT	 4191
2233	NOT	 4192
2234	NOT	 4193
2235	NOT	 4304
2236	NOT	 4195
2237	NOT	 4196
2238	OR	 2419
2239	OR	 2422
2240	OR	 2427
2241	OR	 2432
2242	OR	 2437
2243	OR	 2440
2244	OR	 2445
2245	OR	 2450
2270	AND	 2652 2648
2277	AND	 2666 2662
2282	AND	 2677 2673
2287	AND	 2688 2684
2294	AND	 2706 2702
2299	AND	 2719 2715
2304	BUF	 4056 2728
2307	AND	 5286 5277
2310	NAND	 5285 5278
2313	BUF	 2749 2467
2316	BUF	 2748 2468
2319	BUF	 2751 2469
2322	BUF	 2750 2470
2325	NAND	 2755 2474
2328	NAND	 2754 2475
2331	NAND	 2757 2476
2334	NAND	 2756 2477
2341	NAND	 2471
2342	NAND	 2471
2347	AND	 3206
2348	AND	 2478
2349	AND	 2483
2350	AND	 3534
2351	AND	 3535
2352	AND	 3711
2353	AND	 3711
2354	AND	 3712
2355	AND	 3712
2374	NOT	 2486
2375	NOT	 2487
2376	AND	 2746 2745
2379	AND	 2746 2745
2398	AND	 3634
2417	AND	 2656
2418	AND	 2656
2419	AND	 2656
2420	AND	 2659
2421	AND	 2659
2422	AND	 2659
2425	AND	 2670
2426	AND	 2670
2427	AND	 2670
2430	AND	 2681
2431	AND	 2681
2432	AND	 2681
2435	AND	 2692
2436	AND	 2692
2437	AND	 2692
2438	AND	 2697
2439	AND	 2697
2440	AND	 2697
2443	AND	 2710
2444	AND	 2710
2445	AND	 2710
2448	AND	 2723
2449	AND	 2723
2450	AND	 2723
2467	NOT	 2748
2468	NOT	 2749
2469	NOT	 2750
2470	NOT	 2751
2471	NAND	 2980 2970
2474	NOT	 2754
2475	NOT	 2755
2476	NOT	 2756
2477	NOT	 2757
2478	OR	 2764
2481	NOT	 2758
2482	AND	 2761
2483	AND	 4965 4964
2486	AND	 2768
2487	AND	 2769
2488	BUF	 3040 3032 3024 3016 3008 3000 2992 2984
2497	BUF	 3041 3033 3025 3017 3009 3001 2993 2985
2506	BUF	 3042 3034 3026 3018 3010 3002 2994 2986
2515	BUF	 3043 3035 3027 3019 3011 3003 2995 2987
2524	BUF	 3044 3036 3028 3020 3012 3004 2996 2988
2533	BUF	 3045 3037 3029 3021 3013 3005 2997 2989
2542	BUF	 3046 3038 3030 3022 3014 3006 2998 2990
2551	BUF	 3047 3039 3031 3023 3015 3007 2999 2991
2560	BUF	 3104 3096 3088 3080 3072 3064 3056 3048
2569	BUF	 3105 3097 3089 3081 3073 3065 3057 3049
2578	BUF	 3106 3098 3090 3082 3074 3066 3058 3050
2587	BUF	 3107 3099 3091 3083 3075 3067 3059 3051
2596	BUF	 3108 3100 3092 3084 3076 3068 3060 3052
2605	BUF	 3109 3101 3093 3085 3077 3069 3061 3053
2614	BUF	 3110 3102 3094 3086 3078 3070 3062 3054
2623	BUF	 3111 3103 3095 3087 3079 3071 3063 3055
2632	NOT	 3713
2633	AND	 2898
2634	NOT	 3714
2635	AND	 2899
2636	NOT	 3715
2637	AND	 2900
2638	NOT	 3716
2639	AND	 2901
2640	NOT	 3717
2641	AND	 3406
2642	NOT	 3718
2643	AND	 3642
2644	NOT	 3719
2645	AND	 3779
2646	NOT	 3720
2647	AND	 3780
2648	OR	 3410 3407 3172
2652	BAD	 3414 3413 3118
2656	OR	 3115 3112
2659	OR	 3125 3122
2662	OR	 3426 3423 3175
2666	BAD	 3430 3429 3134
2670	OR	 3131 3128
2673	OR	 3434 3431 3178
2677	BAD	 3438 3437 3141
2681	OR	 3138 3135
2684	OR	 3442 3439 3181
2688	BAD	 3446 3445 3148
2692	OR	 3194 3190 3145 3142
2697	OR	 3194 3191 3155 3152
2702	OR	 3458 3455 3184
2706	BAD	 3462 3461 3164
2710	OR	 3194 3192 3161 3158
2715	OR	 3466 3463 3187
2719	BAD	 3470 3469 3171
2723	OR	 3194 3193 3168 3165
2728	NOT	 3605
2729	NOT	 5030
2730	AND	 4335
2731	NOT	 5010
2732	AND	 4472
2733	NOT	 5013
2734	AND	 4338
2735	NOT	 4797
2736	AND	 4341
2737	NOT	 4954
2738	AND	 4344
2739	NOT	 4973
2740	AND	 4475
2741	NOT	 4957
2742	AND	 4347
2743	NOT	 4650
2744	AND	 4350
2745	OR	 3195
2746	BAD	 2962
2748	NAND	 2966
2749	NAND	 2966
2750	NAND	 2967
2751	NAND	 2967
2754	NAND	 2973
2755	NAND	 2973
2756	NAND	 2977
2757	NAND	 2977
2758	AND	 4588 4587
2761	AND	 4588 4587
2764	AND	 4965 4964
2768	OR	 3119
2769	OR	 3149
2898	AND	 4251
2899	AND	 4376
2900	AND	 4253
2901	AND	 4254
2962	NOT	 3195
2966	NAND	 3196
2967	NAND	 3478 3472
2970	BUF	 3481 3475
2973	NAND	 3487 3484 3389
2977	NAND	 3388 3384
2980	AND	 3206
2984	NOT	 3207
2985	NOT	 3208
2986	NOT	 3209
2987	NOT	 3210
2988	NOT	 3211
2989	NOT	 3212
2990	NOT	 3213
2991	NOT	 3214
2992	NOT	 3215
2993	NOT	 3216
2994	NOT	 3217
2995	NOT	 3218
2996	NOT	 3219
2997	NOT	 3220
2998	NOT	 3221
2999	NOT	 3222
3000	NOT	 3223
3001	NOT	 3224
3002	NOT	 3225
3003	NOT	 3226
3004	NOT	 3227
3005	NOT	 3228
3006	NOT	 3229
3007	NOT	 3230
3008	NOT	 3231
3009	NOT	 3232
3010	NOT	 3233
3011	NOT	 3234
3012	NOT	 3235
3013	NOT	 3236
3014	NOT	 3237
3015	NOT	 3238
3016	NOT	 3239
3017	NOT	 3240
3018	NOT	 3241
3019	NOT	 3242
3020	NOT	 3243
3021	NOT	 3244
3022	NOT	 3245
3023	NOT	 3246
3024	NOT	 3247
3025	NOT	 3248
3026	NOT	 3249
3027	NOT	 3250
3028	NOT	 3251
3029	NOT	 3252
3030	NOT	 3253
3031	NOT	 3254
3032	NOT	 3255
3033	NOT	 3256
3034	NOT	 3257
3035	NOT	 3258
3036	NOT	 3259
3037	NOT	 3260
3038	NOT	 3261
3039	NOT	 3262
3040	NOT	 3263
3041	NOT	 3264
3042	NOT	 3265
3043	NOT	 3266
3044	NOT	 3267
3045	NOT	 3268
3046	NOT	 3269
3047	NOT	 3270
3048	NOT	 3271
3049	NOT	 3272
3050	NOT	 3273
3051	NOT	 3274
3052	NOT	 3275
3053	NOT	 3276
3054	NOT	 3277
3055	NOT	 3278
3056	NOT	 3279
3057	NOT	 3280
3058	NOT	 3281
3059	NOT	 3282
3060	NOT	 3283
3061	NOT	 3284
3062	NOT	 3285
3063	NOT	 3286
3064	NOT	 3287
3065	NOT	 3288
3066	NOT	 3289
3067	NOT	 3290
3068	NOT	 3291
3069	NOT	 3292
3070	NOT	 3293
3071	NOT	 3294
3072	NOT	 3295
3073	NOT	 3296
3074	NOT	 3297
3075	NOT	 3298
3076	NOT	 3299
3077	NOT	 3300
3078	NOT	 3301
3079	NOT	 3302
3080	NOT	 3303
3081	NOT	 3304
3082	NOT	 3305
3083	NOT	 3306
3084	NOT	 3307
3085	NOT	 3308
3086	NOT	 3309
3087	NOT	 3310
3088	NOT	 3311
3089	NOT	 3312
3090	NOT	 3313
3091	NOT	 3314
3092	NOT	 3315
3093	NOT	 3316
3094	NOT	 3317
3095	NOT	 3318
3096	NOT	 3319
3097	NOT	 3320
3098	NOT	 3321
3099	NOT	 3322
3100	NOT	 3323
3101	NOT	 3324
3102	NOT	 3325
3103	NOT	 3326
3104	NOT	 3327
3105	NOT	 3328
3106	NOT	 3329
3107	NOT	 3330
3108	NOT	 3331
3109	NOT	 3332
3110	NOT	 3333
3111	NOT	 3334
3112	BUF	 3414 3407
3115	NOT	 3413 3410
3118	NOT	 3557
3119	AND	 3419 3415
3122	BUF	 3652 3645
3125	NOT	 3651 3648
3128	BUF	 3430 3423
3131	NOT	 3429 3426
3134	NOT	 3568
3135	BUF	 3438 3431
3138	NOT	 3437 3434
3141	NOT	 3573
3142	BUF	 3446 3439
3145	NOT	 3445 3442
3148	NOT	 3578
3149	AND	 3451 3447
3152	BUF	 3671 3664
3155	NOT	 3670 3667
3158	BUF	 3462 3455
3161	NOT	 3461 3458
3164	NOT	 3589
3165	BUF	 3470 3463
3168	NOT	 3469 3466
3171	NOT	 3594
3172	AND	 3493 3490
3175	AND	 3499 3496
3178	AND	 3505 3502
3181	AND	 3511 3508
3184	AND	 3517 3514
3187	AND	 3523 3520
3190	NOT	 3383
3191	NOT	 3383
3192	NOT	 3383
3193	NOT	 3383
3194	AND	 3471
3195	NAND	 5364
3196	NOT	 3387
3206	OR	 3406
3207	AND	 3390
3208	AND	 3390
3209	AND	 3390
3210	AND	 3390
3211	AND	 3390
3212	AND	 3390
3213	AND	 3390
3214	AND	 3390
3215	AND	 3391
3216	AND	 3391
3217	AND	 3391
3218	AND	 3391
3219	AND	 3391
3220	AND	 3391
3221	AND	 3391
3222	AND	 3391
3223	AND	 3392
3224	AND	 3392
3225	AND	 3392
3226	AND	 3392
3227	AND	 3392
3228	AND	 3392
3229	AND	 3392
3230	AND	 3392
3231	AND	 3393
3232	AND	 3393
3233	AND	 3393
3234	AND	 3393
3235	AND	 3393
3236	AND	 3393
3237	AND	 3393
3238	AND	 3393
3239	AND	 3394
3240	AND	 3394
3241	AND	 3394
3242	AND	 3394
3243	AND	 3394
3244	AND	 3394
3245	AND	 3394
3246	AND	 3394
3247	AND	 3395
3248	AND	 3395
3249	AND	 3395
3250	AND	 3395
3251	AND	 3395
3252	AND	 3395
3253	AND	 3395
3254	AND	 3395
3255	AND	 3396
3256	AND	 3396
3257	AND	 3396
3258	AND	 3396
3259	AND	 3396
3260	AND	 3396
3261	AND	 3396
3262	AND	 3396
3263	AND	 3397
3264	AND	 3397
3265	AND	 3397
3266	AND	 3397
3267	AND	 3397
3268	AND	 3397
3269	AND	 3397
3270	AND	 3397
3271	AND	 3398
3272	AND	 3398
3273	AND	 3398
3274	AND	 3398
3275	AND	 3398
3276	AND	 3398
3277	AND	 3398
3278	AND	 3398
3279	AND	 3399
3280	AND	 3399
3281	AND	 3399
3282	AND	 3399
3283	AND	 3399
3284	AND	 3399
3285	AND	 3399
3286	AND	 3399
3287	AND	 3400
3288	AND	 3400
3289	AND	 3400
3290	AND	 3400
3291	AND	 3400
3292	AND	 3400
3293	AND	 3400
3294	AND	 3400
3295	AND	 3401
3296	AND	 3401
3297	AND	 3401
3298	AND	 3401
3299	AND	 3401
3300	AND	 3401
3301	AND	 3401
3302	AND	 3401
3303	AND	 3402
3304	AND	 3402
3305	AND	 3402
3306	AND	 3402
3307	AND	 3402
3308	AND	 3402
3309	AND	 3402
3310	AND	 3402
3311	AND	 3403
3312	AND	 3403
3313	AND	 3403
3314	AND	 3403
3315	AND	 3403
3316	AND	 3403
3317	AND	 3403
3318	AND	 3403
3319	AND	 3404
3320	AND	 3404
3321	AND	 3404
3322	AND	 3404
3323	AND	 3404
3324	AND	 3404
3325	AND	 3404
3326	AND	 3404
3327	AND	 3405
3328	AND	 3405
3329	AND	 3405
3330	AND	 3405
3331	AND	 3405
3332	AND	 3405
3333	AND	 3405
3334	AND	 3405
3383	AND	 3471
3384	BUF	 3700 3697
3387	AND	 3534
3388	AND	 3535
3389	AND	 3536
3390	BAD	 3537
3391	BAD	 3539
3392	BAD	 3541
3393	BAD	 3543
3394	BAD	 3545
3395	BAD	 3547
3396	BAD	 3549
3397	BAD	 3551
3398	BAD	 3538
3399	BAD	 3540
3400	BAD	 3542
3401	BAD	 3544
3402	BAD	 3546
3403	BAD	 3548
3404	BAD	 3550
3405	BAD	 3552
3406	AND	 4255
3407	AND	 3644 3643
3410	AND	 3644 3643
3413	AND	 3557
3414	AND	 3557
3415	OR	 3682 3648 3645
3419	BAD	 3653 3652 3651
3423	AND	 3657 3654
3426	AND	 3657 3654
3429	AND	 3568
3430	AND	 3568
3431	AND	 3661 3658
3434	AND	 3661 3658
3437	AND	 3573
3438	AND	 3573
3439	AND	 3663 3662
3442	AND	 3663 3662
3445	AND	 3578
3446	AND	 3578
3447	OR	 3690 3667 3664
3451	BAD	 3672 3671 3670
3455	AND	 3676 3673
3458	AND	 3676 3673
3461	AND	 3589
3462	AND	 3589
3463	AND	 3680 3677
3466	AND	 3680 3677
3469	AND	 3594
3470	AND	 3594
3471	OR	 3605
3472	BUF	 3706 3630
3475	BUF	 3705 3631
3478	BUF	 3708 3626
3481	BUF	 3707 3627
3484	BUF	 3835 3629
3487	BUF	 3834 3628
3490	BUF	 4098 3703
3493	BUF	 4075 3681
3496	BUF	 4085 3685
3499	BUF	 4076 3686
3502	BUF	 4086 3687
3505	BUF	 4077 3688
3508	BUF	 4101 3704
3511	BUF	 4078 3689
3514	BUF	 4090 3696
3517	BUF	 4079 3693
3520	BUF	 4088 3694
3523	BUF	 4080 3695
3534	BAD	 3633
3535	OR	 3642
3536	BAD	 3632
3537	AND	 3634
3538	AND	 3634
3539	AND	 3635
3540	AND	 3635
3541	AND	 3636
3542	AND	 3636
3543	AND	 3637
3544	AND	 3637
3545	AND	 3638
3546	AND	 3638
3547	AND	 3639
3548	AND	 3639
3549	AND	 3640
3550	AND	 3640
3551	AND	 3641
3552	AND	 3641
3557	OR	 3721
3568	OR	 3734
3573	OR	 3740
3578	OR	 3743
3589	OR	 3756
3594	OR	 3762
3605	AND	 4094
3626	NOT	 3707
3627	NOT	 3708
3628	NOT	 3775
3629	NOT	 3777
3630	NOT	 3705
3631	NOT	 3706
3632	AND	 3711
3633	AND	 3712
3634	OR	 3713
3635	OR	 3714
3636	OR	 3715
3637	OR	 3716
3638	OR	 3717
3639	OR	 3718
3640	OR	 3719
3641	OR	 3720
3642	AND	 4377
3643	OR	 3765
3644	BAD	 3721
3645	AND	 3789 3786
