ISC file: c880.isc

Gate	Type	Fanout
865	BUF	 901
866	BUF	 902
867	NAND	 871
868	NAND	 872
869	NAND	 873
870	NOT	 874
871	NOT	 875
872	NOT	 876
873	NOT	 877
874	BUF	 903
875	NOT	 878
876	NOT	 879
877	NOT	 880
878	BUF	 904
879	BUF	 905
880	BUF	 906
881	PO	
882	PO	
883	PO	
884	PO	
885	PO	
886	PO	
887	PO	
888	PO	
889	PO	
890	PO	
891	PO	
892	PO	
893	PO	
894	PO	
895	PO	
896	PO	
897	PO	
898	PO	
899	PO	
900	PO	
901	PO	
902	PO	
903	PO	
904	PO	
905	PO	
906	PO	

Gate1	Gate2	Fault
1	0	0
1	0	1
269	1	1
270	1	1
276	1	1
279	1	1
280	1	1
483	1	1
8	0	0
8	0	1
269	8	1
279	8	1
280	8	1
309	8	1
13	0	0
13	0	1
269	13	1
270	13	1
280	13	1
17	0	0
17	0	1
269	17	1
270	17	1
279	17	1
317	17	1
322	17	0
323	17	1
432	17	1
443	17	1
26	0	0
26	0	1
270	26	1
276	26	1
29	0	0
29	0	1
273	29	1
285	29	1
287	29	1
290	29	1
291	29	1
292	29	1
36	0	0
36	0	1
273	36	1
291	36	1
292	36	1
295	36	1
296	36	1
42	0	0
42	0	1
273	42	1
284	42	1
290	42	1
292	42	1
294	42	1
296	42	1
322	42	0
323	42	1
51	0	0
51	0	1
276	51	1
279	51	1
316	51	1
55	0	0
55	0	1
280	55	1
427	55	1
437	55	1
59	0	0
59	0	1
284	59	1
286	59	1
293	59	1
294	59	1
295	59	1
296	59	1
319	59	1
442	59	1
68	0	0
68	0	1
284	68	1
285	68	1
286	68	1
72	0	1
73	0	1
74	0	1
75	0	0
75	0	1
287	75	1
290	75	1
293	75	1
294	75	1
80	0	0
80	0	1
287	80	1
291	80	1
293	80	1
295	80	1
85	0	1
86	0	1
87	0	0
88	0	0
89	0	1
90	0	1
91	0	0
91	0	1
301	91	1
302	91	0
332	91	1
502	91	1
96	0	0
96	0	1
301	96	1
302	96	0
333	96	1
504	96	1
101	0	0
101	0	1
303	101	1
304	101	0
334	101	1
506	101	1
106	0	0
106	0	1
303	106	1
304	106	0
335	106	1
508	106	1
111	0	0
111	0	1
305	111	1
306	111	0
336	111	1
511	111	1
116	0	0
116	0	1
305	116	1
306	116	0
338	116	1
513	116	1
121	0	0
121	0	1
307	121	1
308	121	0
340	121	1
515	121	1
126	0	0
126	0	1
307	126	1
308	126	0
517	126	1
130	0	0
130	0	1
498	130	1
499	130	0
518	130	1
519	130	0
135	0	0
135	0	1
500	135	1
501	135	0
138	0	0
138	0	1
309	138	1
316	138	1
317	138	1
318	138	1
143	0	0
143	0	1
475	143	1
510	143	1
146	0	0
146	0	1
477	146	1
512	146	1
149	0	0
149	0	1
479	149	1
514	149	1
152	0	1
153	0	0
153	0	1
481	153	1
516	153	1
156	0	0
156	0	1
319	156	1
442	156	1
159	0	0
159	0	1
324	159	1
325	159	0
522	159	1
590	159	1
593	159	0
165	0	0
165	0	1
324	165	1
325	165	0
523	165	1
597	165	1
600	165	0
171	0	0
171	0	1
326	171	1
327	171	0
524	171	1
606	171	1
609	171	0
177	0	0
177	0	1
326	177	1
327	177	0
525	177	1
616	177	1
619	177	0
183	0	0
183	0	1
328	183	1
329	183	0
526	183	1
625	183	1
628	183	0
189	0	0
189	0	1
328	189	1
329	189	0
527	189	1
632	189	1
635	189	0
195	0	0
195	0	1
330	195	1
331	195	0
528	195	1
641	195	1
644	195	0
201	0	0
201	0	1
330	201	1
331	201	0
529	201	1
651	201	1
654	201	0
207	0	0
207	0	1
520	207	1
521	207	0
210	0	0
210	0	1
332	210	1
333	210	1
334	210	1
335	210	1
336	210	1
338	210	1
340	210	1
417	210	1
219	0	0
219	0	1
794	219	1
808	219	1
809	219	1
810	219	1
836	219	1
851	219	1
852	219	1
853	219	1
228	0	0
228	0	1
736	228	1
739	228	1
742	228	1
745	228	1
748	228	1
751	228	1
754	228	1
759	228	1
237	0	0
237	0	1
737	237	1
740	237	1
743	237	1
746	237	1
749	237	1
752	237	1
755	237	1
760	237	1
246	0	0
246	0	1
596	246	1
605	246	1
615	246	1
624	246	1
631	246	1
640	246	1
650	246	1
659	246	1
255	0	0
255	0	1
337	255	1
339	255	1
341	255	1
259	0	1
260	0	1
261	0	0
261	0	1
732	261	1
733	261	1
734	261	1
757	261	0
758	261	1
267	0	1
270	0	0
270	0	1
344	270	0
392	270	0
273	0	0
273	0	1
344	273	0
276	0	0
276	0	1
280	0	0
280	0	1
348	280	0
349	280	0
350	280	0
284	0	0
285	0	0
286	0	0
287	0	0
287	0	1
432	287	1
437	287	1
298	0	0
298	0	1
355	298	1
356	298	1
301	0	1
302	0	1
303	0	1
304	0	1
305	0	1
306	0	1
307	0	1
308	0	1
309	0	0
310	0	0
310	0	1
476	310	1
478	310	1
480	310	1
482	310	1
316	0	0
317	0	0
318	0	0
319	0	0
319	0	1
427	319	1
443	319	1
322	0	0
323	0	0
324	0	1
325	0	1
326	0	1
327	0	1
328	0	1
329	0	1
330	0	1
331	0	1
332	0	0
333	0	0
334	0	0
335	0	0
336	0	0
337	0	0
338	0	0
339	0	0
340	0	0
341	0	0
343	0	0
347	0	1
348	0	1
352	0	1
357	0	0
357	0	1
406	357	1
360	0	0
360	0	1
406	360	1
363	0	0
363	0	1
409	363	1
366	0	0
366	0	1
409	366	1
369	0	0
369	0	1
417	369	1
488	369	0
489	369	0
490	369	0
491	369	0
375	0	1
376	0	0
376	0	1
413	376	1
379	0	0
379	0	1
413	379	1
382	0	0
382	0	1
416	382	1
385	0	0
385	0	1
416	385	1
388	0	0
388	0	1
389	0	0
389	0	1
390	0	0
390	0	1
391	0	0
391	0	1
393	0	0
393	0	1
427	393	1
432	393	1
437	393	1
442	393	1
443	393	1
404	0	1
405	0	1
406	0	0
407	0	1
408	0	1
409	0	0
410	0	1
411	0	1
412	0	1
413	0	0
414	0	1
415	0	1
416	0	0
417	0	0
418	0	0
418	0	1
419	0	0
419	0	1
420	0	0
420	0	1
421	0	0
421	0	1
422	0	0
422	0	1
423	0	0
423	0	1
425	0	0
426	0	0
427	0	0
427	0	1
475	427	1
477	427	1
479	427	1
481	427	1
432	0	0
432	0	1
476	432	1
478	432	1
480	432	1
482	432	1
437	0	0
437	0	1
488	437	0
489	437	0
490	437	0
491	437	0
442	0	1
443	0	1
444	0	0
445	0	0
446	0	0
446	0	1
447	0	0
447	0	1
448	0	0
448	0	1
449	0	0
449	0	1
450	0	0
450	0	1
451	0	0
451	0	1
522	451	1
523	451	1
524	451	1
525	451	1
526	451	1
527	451	1
528	451	1
529	451	1
460	0	0
460	0	1
498	460	1
499	460	0
463	0	0
463	0	1
500	463	1
501	463	0
466	0	0
466	0	1
502	466	1
504	466	1
506	466	1
508	466	1
511	466	1
513	466	1
515	466	1
517	466	1
475	0	0
476	0	0
477	0	0
478	0	0
479	0	0
480	0	0
481	0	0
482	0	0
483	0	0
483	0	1
510	483	1
512	483	1
514	483	1
516	483	1
488	0	1
489	0	1
490	0	1
491	0	1
492	0	0
492	0	1
518	492	1
519	492	0
495	0	0
495	0	1
520	495	1
521	495	0
498	0	1
499	0	1
500	0	1
501	0	1
502	0	0
503	0	1
504	0	0
505	0	1
506	0	0
507	0	1
508	0	0
509	0	1
510	0	0
511	0	0
512	0	0
513	0	0
514	0	0
515	0	0
516	0	0
517	0	0
518	0	1
519	0	1
520	0	1
521	0	1
522	0	0
523	0	0
524	0	0
525	0	0
526	0	0
527	0	1
528	0	1
529	0	1
530	0	0
530	0	1
552	530	1
533	0	0
533	0	1
552	533	1
536	0	1
537	0	1
538	0	1
539	0	1
540	0	1
541	0	1
542	0	1
543	0	1
544	0	0
544	0	1
587	544	1
547	0	0
547	0	1
587	547	1
550	0	1
551	0	1
552	0	0
553	0	0
553	0	1
590	553	1
593	553	0
596	553	1
557	0	0
557	0	1
597	557	1
600	557	0
605	557	1
561	0	0
561	0	1
606	561	1
609	561	0
615	561	1
565	0	0
565	0	1
616	565	1
619	565	0
624	565	1
569	0	0
569	0	1
625	569	1
628	569	0
631	569	1
573	0	0
573	0	1
632	573	1
635	573	0
640	573	1
577	0	0
577	0	1
641	577	1
644	577	0
650	577	1
581	0	0
581	0	1
651	581	1
654	581	0
659	581	1
585	0	1
586	0	1
587	0	0
588	0	0
589	0	0
590	0	0
590	0	1
665	590	1
593	0	0
593	0	1
665	593	1
841	593	1
596	0	0
597	0	0
597	0	1
673	597	1
600	0	0
600	0	1
673	600	1
765	600	1
766	600	1
814	600	1
605	0	0
606	0	0
606	0	1
682	606	1
609	0	0
609	0	1
682	609	1
764	609	1
766	609	1
813	609	1
814	609	1
615	0	0
616	0	0
616	0	1
692	616	1
619	0	0
619	0	1
692	619	1
812	619	1
813	619	1
814	619	1
624	0	0
625	0	0
625	0	1
700	625	1
628	0	0
628	0	1
700	628	1
795	628	1
631	0	0
632	0	0
632	0	1
708	632	1
635	0	0
635	0	1
708	635	1
734	635	1
762	635	1
763	635	1
640	0	0
641	0	0
641	0	1
717	641	1
644	0	0
644	0	1
717	644	1
733	644	1
734	644	1
761	644	1
763	644	1
650	0	0
651	0	0
651	0	1
727	651	1
654	0	0
654	0	1
727	654	1
732	654	1
733	654	1
734	654	1
659	0	0
662	0	0
662	0	1
737	662	1
665	0	0
665	0	1
736	665	1
830	665	0
831	665	1
669	0	1
670	0	0
670	0	1
740	670	1
673	0	0
673	0	1
739	673	1
832	673	0
833	673	1
677	0	1
678	0	0
678	0	1
743	678	1
765	678	1
682	0	0
682	0	1
742	682	1
834	682	0
835	682	1
686	0	1
687	0	0
687	0	1
746	687	1
764	687	1
766	687	1
692	0	0
692	0	1
745	692	1
806	692	0
807	692	1
696	0	1
697	0	0
697	0	1
749	697	1
700	0	0
700	0	1
748	700	1
788	700	0
789	700	1
704	0	1
705	0	0
705	0	1
752	705	1
708	0	0
708	0	1
751	708	1
790	708	0
791	708	1
712	0	1
713	0	0
713	0	1
755	713	1
762	713	1
717	0	0
717	0	1
754	717	1
792	717	0
793	717	1
721	0	1
722	0	0
722	0	1
760	722	1
761	722	1
763	722	1
727	0	0
727	0	1
757	727	0
758	727	1
759	727	1
731	0	1
732	0	1
733	0	1
734	0	1
735	0	1
736	0	0
737	0	0
738	0	1
739	0	0
740	0	0
741	0	1
742	0	0
743	0	0
744	0	1
745	0	0
746	0	0
747	0	1
748	0	0
749	0	0
750	0	1
751	0	0
752	0	0
753	0	1
754	0	0
755	0	0
756	0	1
757	0	0
758	0	0
759	0	0
760	0	0
761	0	1
762	0	1
763	0	1
764	0	1
765	0	1
766	0	1
767	0	0
767	0	1
768	0	0
768	0	1
769	0	1
770	0	1
771	0	1
772	0	1
773	0	0
773	0	1
788	773	0
789	773	1
795	773	1
777	0	1
778	0	0
778	0	1
790	778	0
791	778	1
781	0	1
782	0	0
782	0	1
792	782	0
793	782	1
785	0	1
786	0	1
787	0	1
788	0	0
789	0	0
790	0	0
791	0	0
792	0	0
793	0	0
794	0	0
795	0	1
796	0	0
796	0	1
806	796	0
807	796	1
812	796	1
813	796	1
814	796	1
802	0	1
803	0	1
804	0	1
805	0	1
806	0	0
807	0	0
808	0	0
809	0	0
810	0	0
812	0	1
813	0	1
814	0	1
815	0	0
815	0	1
830	815	0
831	815	1
841	815	1
819	0	0
819	0	1
832	819	0
833	819	1
822	0	0
822	0	1
834	822	0
835	822	1
825	0	1
826	0	1
827	0	1
828	0	1
830	0	0
831	0	0
832	0	0
833	0	0
834	0	0
835	0	0
836	0	0
841	0	1
842	0	1
843	0	1
844	0	1
845	0	1
850	0	0
850	0	1
851	0	0
852	0	0
853	0	0
859	0	1
860	0	1
861	0	1
863	0	0
863	0	1
864	0	0
864	0	1
865	0	0
865	0	1
866	0	0
866	0	1
874	0	0
874	0	1
878	0	0
878	0	1
879	0	0
879	0	1
880	0	0
880	0	1

Circuit processing completed. c880.isc

