ISC file: c1908.isc

Gate	Type	Fanout
715	BUF	 980 1318
718	BUF	 988 1120
721	BUF	 989 1119
724	AND	 991 1122
727	BUF	 992 1121
730	BUF	 997 1327
733	BUF	 1001 1328
736	BUF	 1002 1129
739	BUF	 1003 1128
742	BUF	 1005 1131
745	BUF	 1006 1130
748	BUF	 1008 1133
751	BUF	 1009 1132
886	NOT	 2871
887	NOT	 2873
888	NOT	 1054
889	NOT	 1055
890	NOT	 1063
891	NOT	 1064
892	NOT	 1160
893	NOT	 1671
894	NOT	 1345
895	NOT	 1067
896	NOT	 1068
897	AND	 2812
898	AND	 2824
899	NAND	 1163 1164 2279
903	NAND	 1167 1168 2279
907	NAND	 1252 1255
910	NAND	 1258 1261
913	NOT	 2226
914	NOT	 2228
915	NOT	 2214
916	NOT	 2216
917	NOT	 1975
918	NOT	 1977
919	NOT	 1919
920	NOT	 1921
921	NAND	 1171
922	NAND	 1188
923	NAND	 1171 1188
926	AND	 2627 2628 2629 2630 2631 2632 2633 2634
935	BUF	 1149 1488
938	NOT	 1206
939	BUF	 1148 1487
942	NOT	 1208
943	BUF	 1151 1489
946	NOT	 1210
947	BUF	 1152 1492
950	NOT	 1212
951	BUF	 1154 1494
954	NOT	 1214
955	BUF	 1153 1493
958	NOT	 1216
959	BUF	 1218 1837
962	BUF	 1155 1825
965	BUF	 1222 1500
968	NOT	 1221
969	BUF	 1156 1495
972	NOT	 1224
973	BUF	 1227 1501
976	NOT	 1226
977	BUF	 1157 1496
980	NOT	 1229
981	BUF	 1230 1231
984	NOT	 1231
985	BUF	 1159 1160
988	NOT	 1119
989	NOT	 1120
990	NOT	 1387
991	NOT	 1121
992	NOT	 1122
993	NOT	 1389
994	BUF	 1240 1504
997	NOT	 1239
998	BUF	 1161 1498
1001	NOT	 1242
1002	NOT	 1128
1003	NOT	 1129
1004	NOT	 1397
1005	NOT	 1130
1006	NOT	 1131
1007	NOT	 1399
1008	NOT	 1132
1009	NOT	 1133
1010	BUF	 1205 1206
1013	BUF	 1207 1208
1016	BUF	 1209 1210
1019	BUF	 1211 1212
1022	BUF	 1213 1214
1025	BUF	 1215 1216
1028	BUF	 1217 1712
1031	BUF	 1219 1713
1034	BUF	 1220 1221
1037	BUF	 1223 1224
1040	BUF	 1225 1226
1043	BUF	 1228 1229
1046	BUF	 1238 1239
1049	BUF	 1241 1242
1054	NAND	 1150
1055	NAND	 1150
1063	NAND	 1158
1064	NAND	 1158
1067	NAND	 1162
1068	NAND	 1162
1119	NAND	 1232
1120	NAND	 1232
1121	NAND	 1235
1122	NAND	 1235
1128	NAND	 1243
1129	NAND	 1243
1130	NAND	 1246
1131	NAND	 1246
1132	NAND	 1249
1133	NAND	 1249
1148	NOT	 1443
1149	NOT	 1445
1150	NAND	 1264
1151	NOT	 1447
1152	NOT	 1451
1153	NOT	 1453
1154	NOT	 1455
1155	NOT	 1795
1156	NOT	 1457
1157	NOT	 1459
1158	NAND	 1319
1159	NOT	 1267
1160	NAND	 1344
1161	NOT	 1462
1162	NAND	 1334
1163	NOT	 2385
1164	BUF	 2266 2386
1167	NOT	 2426
1168	BUF	 2272 2427
1171	NAND	 2537 2540 2543 2546 2558 2561 2564 2567 2594 2597 2600 2603 2639 2642 2645 2648
1188	NAND	 2549 2552 2555 2570 2573 2576 2606 2611 2614 2617 2620 2651 2655 2658 2661 2664
1205	NOT	 1309
1206	NAND	 1352
1207	NOT	 1310
1208	NAND	 1355
1209	NOT	 1311
1210	NAND	 1358
1211	NOT	 1312
1212	NAND	 1361
1213	NOT	 1313
1214	NAND	 1364
1215	NOT	 1314
1216	NAND	 1367
1217	NOT	 1678
1218	NOT	 1808
1219	NOT	 1680
1220	NOT	 1315
1221	NAND	 1370
1222	NOT	 1469
1223	NOT	 1316
1224	NAND	 1373
1225	NOT	 1317
1226	NAND	 1376
1227	NOT	 1471
1228	NOT	 1318
1229	NAND	 1379
1230	NOT	 1322
1231	NAND	 1383
1232	NAND	 1386 1387
1235	NAND	 1388 1389
1238	NOT	 1327
1239	NAND	 1390
1240	NOT	 1476
1241	NOT	 1328
1242	NAND	 1393
1243	NAND	 1396 1397
1246	NAND	 1398 1399
1249	NAND	 1345 1346
1252	BUF	 1349 2233
1255	BUF	 1348 2232
1258	BUF	 1351 2025
1261	BUF	 1350 2024
1264	NOT	 1416 1419
1267	NAND	 1344
1309	NAND	 1352
1310	NAND	 1355
1311	NAND	 1358
1312	NAND	 1361
1313	NAND	 1364
1314	NAND	 1367
1315	NAND	 1370
1316	NAND	 1373
1317	NAND	 1376
1318	NAND	 1379
1319	NOT	 1409 1852
1322	NAND	 1383
1327	NAND	 1390
1328	NAND	 1393
1334	NOT	 1413 1801
1344	NAND	 1440
1345	NAND	 1464
1346	NOT	 1412
1348	NOT	 2222
1349	NOT	 2224
1350	NOT	 2004
1351	NOT	 2006
1352	NAND	 1445 1446
1355	NAND	 1443 1444
1358	NAND	 1447 1448
1361	NAND	 1451 1452
1364	NAND	 1455 1456
1367	NAND	 1453 1454
1370	NAND	 1468 1469
1373	NAND	 1457 1458
1376	NAND	 1470 1471
1379	NAND	 1459 1460
1383	NAND	 1461 2897
1386	NOT	 1433
1387	NAND	 1472
1388	NOT	 1434
1389	NAND	 1478
1390	NAND	 1475 1476
1393	NAND	 1462 1463
1396	NOT	 1438
1397	NAND	 1484
1398	NOT	 1439
1399	NAND	 1481
1409	NOT	 1826
1412	NAND	 1464
1413	NOT	 1772
1416	BUF	 1491 1849
1419	BUF	 1490 1848
1433	NAND	 1472
1434	NAND	 1478
1438	NAND	 1484
1439	NAND	 1481
1440	NOT	 1499 2023
1443	NAND	 1513
1444	NOT	 1487
1445	NAND	 1514
1446	NOT	 1488
1447	NAND	 1517
1448	NOT	 1489
1451	NAND	 1520
1452	NOT	 1492
1453	NAND	 1521
1454	NOT	 1493
1455	NAND	 1522
1456	NOT	 1494
1457	NAND	 1526
1458	NOT	 1495
1459	NAND	 1527
1460	NOT	 1496
1461	NOT	 2895
1462	NAND	 1529
1463	NOT	 1498
1464	NAND	 1510
1468	NOT	 1500
1469	NAND	 1537
1470	NOT	 1501
1471	NAND	 1534
1472	NAND	 1528 1769
1475	NOT	 1504
1476	NAND	 1540
1478	NAND	 1530 1636
1481	NAND	 1531 1568
1484	NAND	 1532 1567
1487	NAND	 1513
1488	NAND	 1514
1489	NAND	 1517
1490	NOT	 1821
1491	NOT	 1823
1492	NAND	 1520
1493	NAND	 1521
1494	NAND	 1522
1495	NAND	 1526
1496	NAND	 1527
1498	NAND	 1529
1499	NOT	 2003
1500	NAND	 1537
1501	NAND	 1534
1504	NAND	 1540
1510	NOT	 1569 1688
1513	NAND	 1546
1514	NAND	 1612 1615
1517	NAND	 1600 1603
1520	NAND	 1561
1521	NAND	 1554
1522	NAND	 1588 1606 1609
1526	NAND	 1557
1527	NAND	 1571
1528	NOT	 1740
1529	NAND	 1576
1530	NOT	 1594
1531	NOT	 1567
1532	NOT	 1568
1534	NAND	 1591 2039
1537	NAND	 1593 1759
1540	NAND	 1594 1595
1546	NOT	 1647 1651
1554	NOT	 1623 1658
1557	NOT	 1620 1661 1664
1561	NOT	 1640 1643
1567	NAND	 1596
1568	NAND	 1596
1569	NOT	 1638
1571	NOT	 1635 2037
1576	NOT	 1638 1639
1588	BUF	 1697 1701
1591	NOT	 2022
1593	NOT	 1720
1594	NAND	 1685
1595	NOT	 1636
1596	NAND	 1671 1672
1600	BUF	 1675 1746
1603	BUF	 1677 1747
1606	BUF	 1678 1679
1609	BUF	 1680 1681
1612	BUF	 1682 1809
1615	BUF	 1683 1810
1620	BUF	 1714 1717
1623	BUF	 1731 1734
1635	NOT	 2016
1636	NAND	 1685
1638	NAND	 1723
1639	NOT	 1688
1640	BUF	 1728 1897
1643	BUF	 1707 1885
1647	BUF	 1708 1709
1651	BUF	 1710 1711
1658	BUF	 1720 1721
1661	BUF	 1727 1791
1664	BUF	 1730 1792
1671	NAND	 1742
1672	NOT	 1706
1675	NOT	 1708
1677	NOT	 1710
1678	NAND	 1748
1679	NOT	 1712
1680	NAND	 1751
1681	NOT	 1713
1682	NOT	 1784
1683	NOT	 1787
1685	NAND	 1740 1741
1688	NAND	 1723
1697	BUF	 1761 1762
1701	BUF	 1763 1764
1706	NAND	 1742
1707	NOT	 1855
1708	NAND	 1774
1709	NOT	 1746
1710	NAND	 1777
1711	NOT	 1747
1712	NAND	 1748
1713	NAND	 1751
1714	BUF	 1785 1924
1717	BUF	 1768 1911
1720	NAND	 1788
1721	NOT	 1759
1723	NAND	 1772 1773
1727	NOT	 1762
1728	NOT	 1865
1730	NOT	 1764
1731	BUF	 1783 1784
1734	BUF	 1786 1787
1740	NAND	 1798
1741	NOT	 1769
1742	NAND	 1802 1818
1746	NAND	 1774
1747	NAND	 1777
1748	NAND	 1807 1808
1751	NAND	 1795 1796
1759	NAND	 1788
1761	NOT	 1791
1762	NAND	 1812
1763	NOT	 1792
1764	NAND	 1815
1768	NOT	 1882
1769	NAND	 1798
1772	NAND	 1830
1773	NOT	 1801
1774	NAND	 1823 1824
1777	NAND	 1821 1822
1783	NOT	 1809
1784	NAND	 1838
1785	NOT	 1896
1786	NOT	 1810
1787	NAND	 1841
1788	NAND	 1826 1827
1791	NAND	 1812
1792	NAND	 1815
1795	NAND	 1850
1796	NOT	 1825
1798	NAND	 1858 1866
1801	NAND	 1830
1802	NAND	 1869 1872
1807	NOT	 1837
1808	NAND	 1875
1809	NAND	 1838
1810	NAND	 1841
1812	NAND	 1864 1865
1815	NAND	 1855 1856
1818	BUF	 1857 2869
1821	NAND	 1878
1822	NOT	 1848
1823	NAND	 1879
1824	NOT	 1849
1825	NAND	 1850
1826	NAND	 1884
1827	NOT	 1852
1830	NAND	 1889 1902
1837	NAND	 1875
1838	NAND	 1895 1896
1841	NAND	 1882 1883
1848	NAND	 1878
1849	NAND	 1879
1850	NAND	 1898
1852	NAND	 1884
1855	NAND	 1913
1856	NOT	 1885
1857	NOT	 2853
1858	NAND	 1927 1930
1864	NOT	 1897
1865	NAND	 1933
1866	BUF	 1915 2868
1869	BUF	 1921 1922
1872	BUF	 1919 1920
1875	NAND	 1923 2036
1878	NAND	 1910
1879	NAND	 1944 1958
1882	NAND	 1936
1883	NOT	 1911
1884	NAND	 1912
1885	NAND	 1913
1889	NAND	 1950 1953
1895	NOT	 1924
1896	NAND	 1961
1897	NAND	 1933
1898	NOT	 1937 2020
1902	BUF	 1938 2870
1910	NOT	 1965
1911	NAND	 1936
1912	NOT	 1968
1913	NAND	 1947
1915	NOT	 2852
1919	NAND	 1979
1920	NOT	 1941
1921	NAND	 1980
1922	NOT	 1942
1923	NOT	 2014
1924	NAND	 1961
1927	BUF	 1977 1978
1930	BUF	 1975 1976
1933	NAND	 1985 2875
1936	NAND	 1987
1937	NOT	 2000
1938	NOT	 2854
1941	NAND	 1979
1942	NAND	 1980
1944	BUF	 1999 2000
1947	NOT	 2002 2003
1950	BUF	 2006 2007
1953	BUF	 2004 2005
1958	BUF	 2013 2014
1961	NAND	 2015 2016
1965	AND	 2018 2827
1968	AND	 2019 2828
1975	NAND	 2026
1976	NOT	 2008
1977	NAND	 2027
1978	NOT	 2009
1979	NAND	 2012
1980	NAND	 2030 2033
1985	NOT	 2863
1987	NOT	 2021 2022
1999	NOT	 2020
2000	NAND	 2038
2002	NOT	 2023
2003	NAND	 2040
2004	NAND	 2041
2005	NOT	 2024
2006	NAND	 2042
2007	NOT	 2025
2008	NAND	 2026
2009	NAND	 2027
2012	NOT	 2279
2013	NOT	 2036
2014	NAND	 2052
2015	NOT	 2037
2016	NAND	 2055
2018	NOT	 2807
2019	NOT	 2809
2020	NAND	 2038
2021	NOT	 2039
2022	NAND	 2061
2023	NAND	 2040
2024	NAND	 2041
2025	NAND	 2042
2026	NAND	 2047
2027	NAND	 2068 2071
2030	NOT	 2104 2129
2033	BUF	 2119 2143
2036	NAND	 2052
2037	NAND	 2055
2038	NAND	 2060
2039	NAND	 2061
2040	NAND	 2062
2041	NAND	 2067
2042	NAND	 2086 2089
2047	NOT	 2279
2052	NAND	 2076 2866
2055	NAND	 2077 2867
2060	NOT	 2078
2061	NAND	 2081
2062	NAND	 2148 2151
2067	NOT	 2279
2068	NOT	 2104 2119
2071	BUF	 2129 2143
2076	NOT	 2850
2077	NOT	 2851
2078	NAND	 2196 2199
2081	NAND	 2202 2205
2086	NOT	 2340 2361
2089	BUF	 2353 2375
2104	AND	 2537 2546 2558 2567 2600 2617 2627 2628 2629 2632 2633 2634 2645 2661
2119	AND	 2543 2549 2564 2570 2597 2614 2631 2642 2658
2129	AND	 2540 2555 2561 2576 2594 2606 2611 2620 2630 2639 2651 2655 2664
2143	AND	 2552 2573 2603 2648
2148	BUF	 2216 2217
2151	BUF	 2214 2215
2196	BUF	 2224 2225
2199	BUF	 2222 2223
2202	BUF	 2228 2229
2205	BUF	 2226 2227
2214	NAND	 2236
2215	NOT	 2230
2216	NAND	 2237
2217	NOT	 2231
2222	NAND	 2240
2223	NOT	 2232
2224	NAND	 2241
2225	NOT	 2233
2226	NAND	 2244
2227	NOT	 2234
2228	NAND	 2245
2229	NOT	 2235
2230	NAND	 2236
2231	NAND	 2237
2232	NAND	 2240
2233	NAND	 2241
2234	NAND	 2244
2235	NAND	 2245
2236	NAND	 2250
2237	NAND	 2257 2260
2240	NAND	 2253
2241	NAND	 2263 2266
2244	NAND	 2256
2245	NAND	 2269 2272
2250	NOT	 2279
2253	NOT	 2279
2256	NOT	 2279
2257	NOT	 2340 2353
2260	BUF	 2361 2375
2263	NOT	 2385 2386
2266	AND	 2286 2297
2269	NOT	 2426 2427
2272	AND	 2315 2326
2279	NAND	 2384 2800
2286	BUF	 2537 2540 2543 2546 2558 2561 2564 2567 2594 2639
2297	BUF	 2549 2552 2555 2570 2573 2576 2597 2600 2603 2606 2627 2642 2645 2648 2651
2315	BUF	 2537 2540 2543 2546 2549 2558 2561 2564 2567 2570
2326	BUF	 2552 2555 2573 2576 2611 2614 2617 2620 2628 2655 2658 2661 2664
2340	AND	 2540 2543 2561 2564 2603 2627 2628 2630 2631 2633 2634 2648
2353	AND	 2546 2567 2606 2620 2632 2651 2664
2361	AND	 2537 2552 2558 2573 2594 2597 2611 2614 2629 2639 2642 2655 2658
2375	AND	 2549 2555 2570 2576 2600 2617 2645 2661
2384	AND	 2811
2385	AND	 2634
2386	AND	 2611 2614 2617 2620 2628 2629 2630 2631 2632 2633 2655 2658 2661 2664
2426	AND	 2633
2427	AND	 2594 2597 2600 2603 2606 2627 2629 2630 2631 2632 2634 2639 2642 2645 2648 2651
2537	NAND	 2745 2747
2540	NAND	 2745 2747
2543	NAND	 2745 2747
2546	NAND	 2745 2747
2549	NAND	 2746 2750
2552	NAND	 2746 2750
2555	NAND	 2746 2750
2558	AND	 2669 2670
2561	AND	 2671 2672
2564	AND	 2673 2674
2567	AND	 2675 2676
2570	AND	 2682 2683
2573	AND	 2688 2689
2576	AND	 2690 2691
2594	NAND	 2745 2747
2597	NAND	 2745 2747
2600	NAND	 2745 2747
2603	NAND	 2745 2747
2606	NAND	 2746 2750
2611	NAND	 2746 2750
2614	NAND	 2746 2750
2617	NAND	 2746 2750
2620	NAND	 2746 2750
2627	NAND	 2710
2628	NAND	 2710
2629	NAND	 2710
2630	NAND	 2710
2631	NAND	 2710
2632	NAND	 2710
2633	NAND	 2710
2634	NAND	 2710
2639	AND	 2724 2725
2642	AND	 2726 2727
2645	AND	 2728 2729
2648	AND	 2730 2731
2651	AND	 2732 2733
2655	AND	 2735 2736
2658	AND	 2737 2738
2661	AND	 2739 2740
2664	AND	 2741 2742
2669	NAND	 2753
2670	NOT	 2720
2671	NAND	 2754
2672	NOT	 2721
2673	NAND	 2755
2674	NOT	 2722
2675	NAND	 2756
2676	NOT	 2723
2682	NAND	 2762
2683	NOT	 2734
2688	NAND	 2767
2689	NOT	 2743
2690	NAND	 2768
2691	NOT	 2744
2710	AND	 2788
2720	NAND	 2753
2721	NAND	 2754
2722	NAND	 2755
2723	NAND	 2756
2724	NAND	 2779
2725	NOT	 2757
2726	NAND	 2780
2727	NOT	 2758
2728	NAND	 2781
2729	NOT	 2759
2730	NAND	 2782
2731	NOT	 2760
2732	NAND	 2783
2733	NOT	 2761
2734	NAND	 2762
2735	NAND	 2784
2736	NOT	 2763
2737	NAND	 2785
2738	NOT	 2764
2739	NAND	 2786
2740	NOT	 2765
2741	NAND	 2787
2742	NOT	 2766
2743	NAND	 2767
2744	NAND	 2768
2745	NAND	 2773
2746	NAND	 2776
2747	AND	 2788 2789
2750	AND	 2788 2789
2753	NAND	 2900
2754	NAND	 2901
2755	NAND	 2902
2756	NAND	 2903
2757	NAND	 2779
2758	NAND	 2780
2759	NAND	 2781
2760	NAND	 2782
2761	NAND	 2783
2762	NAND	 2904
2763	NAND	 2784
2764	NAND	 2785
2765	NAND	 2786
2766	NAND	 2787
2767	NAND	 2905
2768	NAND	 2906
2773	AND	 2807 2808
2776	AND	 2809 2810
2779	NAND	 2907
2780	NAND	 2908
2781	NAND	 2909
2782	NAND	 2910
2783	NAND	 2911
2784	NAND	 2912
2785	NAND	 2913
2786	NAND	 2914
2787	NAND	 2915
2788	AND	 2800
2789	NAND	 2812 2815 2818 2821 2824 2829
2800	AND	 2811
2807	NAND	 2843
2808	NOT	 2827
2809	NAND	 2846
2810	NOT	 2828
2811	BAD	 2916
2812	AND	 2850 2857
2815	AND	 2851 2858
2818	AND	 2852 2859
2821	AND	 2853 2860
2824	AND	 2854 2861
2827	NAND	 2843
2828	NAND	 2846
2829	AND	 2862 2863
2843	NAND	 2871 2872
2846	NAND	 2873 2874
2850	NAND	 2876
2851	NAND	 2877
2852	NAND	 2878
2853	NAND	 2879
2854	NAND	 2880
2857	NOT	 2866
2858	NOT	 2867
2859	NOT	 2868
2860	NOT	 2869
2861	NOT	 2870
2862	NOT	 2875
2863	NAND	 2883
2866	NAND	 2876
2867	NAND	 2877
2868	NAND	 2878
2869	NAND	 2879
2870	NAND	 2880
2871	NAND	 2891
2872	NOT	 2881
2873	NAND	 2892
2874	NOT	 2882
2875	NAND	 2883
2876	NAND	 2886
2877	NAND	 2887
2878	NAND	 2888
2879	NAND	 2889
2880	NAND	 2890
2881	NAND	 2891
2882	NAND	 2892
2883	NAND	 2895 2896
2886	AND	 2917
2887	AND	 2918
2888	AND	 2919
2889	AND	 2920
2890	AND	 2921
2891	NAND	 2922
2892	NAND	 2923
2895	NAND	 2898
2896	NOT	 2897
2897	NAND	 2898
2898	NAND	 2899
2899	AND	 2924
2900	PO	
2901	PO	
2902	PO	
2903	PO	
2904	PO	
2905	PO	
2906	PO	
2907	PO	
2908	PO	
2909	PO	
2910	PO	
2911	PO	
2912	PO	
2913	PO	
2914	PO	
2915	PO	
2916	PO	
2917	PO	
2918	PO	
2919	PO	
2920	PO	
2921	PO	
2922	PO	
2923	PO	
2924	PO	

Gate1	Gate2	Fault
1	0	0
1	0	1
4	0	0
4	0	1
7	0	0
7	0	1
10	0	0
10	0	1
13	0	0
13	0	1
16	0	0
16	0	1
19	0	0
19	0	1
22	0	0
22	0	1
25	0	0
25	0	1
28	0	0
28	0	1
31	0	0
31	0	1
34	0	0
34	0	1
37	0	0
37	0	1
40	0	0
40	0	1
43	0	0
43	0	1
46	0	0
46	0	1
49	0	0
49	0	1
592	49	1
897	49	1
907	49	1
53	0	0
53	0	1
724	53	1
899	53	1
56	0	0
56	0	1
643	56	1
898	56	1
910	56	1
60	0	0
60	0	1
655	60	1
903	60	1
63	0	0
63	0	1
251	63	1
574	63	1
66	0	0
66	0	1
252	66	1
586	66	1
69	0	0
69	0	1
72	0	0
72	0	1
603	72	1
76	0	0
76	0	1
2815	76	1
79	0	0
79	0	1
2829	79	1
82	0	0
82	0	1
2818	82	1
85	0	0
85	0	1
2821	85	1
88	0	0
88	0	1
251	88	1
91	0	0
91	0	1
252	91	1
94	0	0
94	0	1
99	0	0
99	0	1
2800	99	1
104	0	0
104	0	1
190	0	0
190	0	1
194	0	0
194	0	1
197	0	0
197	0	1
201	0	0
201	0	1
206	0	0
206	0	1
209	0	0
209	0	1
212	0	0
212	0	1
216	0	0
216	0	1
220	0	0
220	0	1
225	0	0
225	0	1
229	0	0
229	0	1
232	0	0
232	0	1
235	0	0
235	0	1
239	0	0
239	0	1
243	0	0
243	0	1
247	0	0
247	0	1
251	0	1
252	0	1
253	0	0
253	0	1
592	253	1
724	253	1
256	0	1
257	0	0
257	0	1
643	257	1
655	257	1
260	0	0
260	0	1
603	260	1
608	260	1
263	0	0
263	0	1
266	0	0
266	0	1
269	0	0
269	0	1
272	0	0
272	0	1
275	0	1
276	0	1
277	0	0
277	0	1
601	277	1
921	277	1
280	0	0
280	0	1
602	280	1
922	280	1
283	0	0
283	0	1
2812	283	1
2815	283	1
2818	283	1
2821	283	1
2824	283	1
2829	283	1
290	0	0
290	0	1
1802	290	1
1858	290	1
1889	290	1
2062	290	1
2078	290	1
2081	290	1
297	0	0
297	0	1
921	297	1
922	297	1
300	0	0
300	0	1
608	300	1
612	300	1
303	0	0
303	0	1
923	303	1
926	303	1
306	0	0
306	0	1
550	306	1
551	306	1
552	306	1
553	306	1
554	306	1
555	306	1
313	0	0
313	0	1
2384	313	1
2384	313	1
316	0	0
316	0	1
682	316	1
685	316	1
319	0	0
319	0	1
574	319	1
586	319	1
592	319	1
643	319	1
655	319	1
724	319	1
326	0	0
326	0	1
601	326	1
602	326	1
921	326	1
922	326	1
331	0	0
331	0	1
550	331	1
551	331	1
552	331	1
553	331	1
554	331	1
555	331	1
338	0	0
338	0	1
923	338	1
926	338	1
2384	338	1
2800	338	1
343	0	0
343	0	1
2720	343	1
346	0	0
346	0	1
2721	346	1
349	0	0
349	0	1
2722	349	1
352	0	0
352	0	1
2723	352	1
355	0	0
355	0	1
2757	355	1
358	0	0
358	0	1
2758	358	1
361	0	0
361	0	1
2759	361	1
364	0	0
364	0	1
2760	364	1
367	0	0
367	0	1
2761	367	1
370	0	0
370	0	1
2734	370	1
373	0	0
373	0	1
2763	373	1
376	0	0
376	0	1
2764	376	1
379	0	0
379	0	1
2765	379	1
382	0	0
382	0	1
2766	382	1
385	0	0
385	0	1
2743	385	1
388	0	0
388	0	1
2744	388	1
534	0	1
535	0	1
536	0	1
537	0	1
538	0	1
539	0	1
540	0	1
541	0	1
542	0	1
543	0	1
544	0	1
545	0	1
546	0	1
547	0	1
548	0	1
549	0	1
550	0	1
551	0	1
552	0	1
553	0	1
554	0	1
555	0	1
556	0	0
556	0	1
559	0	0
559	0	1
562	0	0
562	0	1
565	0	0
565	0	1
568	0	0
568	0	1
571	0	0
571	0	1
574	0	0
574	0	1
577	0	0
577	0	1
580	0	0
580	0	1
583	0	0
583	0	1
586	0	0
586	0	1
589	0	0
589	0	1
592	0	0
592	0	1
595	0	0
595	0	1
598	0	0
598	0	1
601	0	1
602	0	1
603	0	0
603	0	1
921	603	1
922	603	1
923	603	1
926	603	1
608	0	0
608	0	1
898	608	1
903	608	1
910	608	1
612	0	0
612	0	1
897	612	1
899	612	1
907	612	1
616	0	0
616	0	1
1055	616	1
619	0	0
619	0	1
1054	619	1
622	0	0
622	0	1
1064	622	1
625	0	0
625	0	1
1063	625	1
628	0	0
628	0	1
1322	628	1
631	0	0
631	0	1
1267	631	1
634	0	0
634	0	1
1433	634	1
637	0	0
637	0	1
1434	637	1
640	0	0
640	0	1
1438	640	1
643	0	0
643	0	1
1706	643	1
646	0	0
646	0	1
1439	646	1
649	0	0
649	0	1
1412	649	1
652	0	0
652	0	1
1068	652	1
655	0	0
655	0	1
1067	655	1
658	0	0
658	0	1
2235	658	1
661	0	0
661	0	1
2234	661	1
664	0	0
664	0	1
2231	664	1
667	0	0
667	0	1
2230	667	1
670	0	0
670	0	1
2009	670	1
673	0	0
673	0	1
2008	673	1
